Gene	GOID	ONTOLOGY	TERM
MYCTH_2298984	GO:0005737	CC	cytoplasm
MYCTH_2298984	GO:0005515	MF	protein binding
MYCTH_2298987	GO:0000398	BP	mRNA splicing
MYCTH_2298987	GO:0000956	BP	 via spliceosome
MYCTH_2298987	GO:0006396	BP	nuclear-transcribed mRNA catabolic process
MYCTH_2298988	GO:0005515	MF	protein binding
MYCTH_2298990	GO:0022857	MF	transmembrane transporter activity
MYCTH_2298990	GO:0055085	BP	transmembrane transport
MYCTH_2298990	GO:0022857	MF	transmembrane transporter activity
MYCTH_2298994	GO:0006351	BP	transcription
MYCTH_2298994	GO:0005634	CC	 DNA-templated
MYCTH_2298994	GO:0003677	MF	nucleus
MYCTH_2298994	GO:0008270	MF	DNA binding
MYCTH_2298994	GO:0042025	CC	zinc ion binding
MYCTH_2298994	GO:0006355	BP	host cell nucleus
MYCTH_2298994	GO:0000981	MF	regulation of transcription
MYCTH_2298994	GO:0008270	MF	 DNA-templated
MYCTH_2298996	GO:0004325	MF	ferrochelatase activity
MYCTH_2298996	GO:0006783	BP	heme biosynthetic process
MYCTH_2298998	GO:0042162	MF	telomeric DNA binding
MYCTH_2298998	GO:0006303	BP	double-strand break repair via nonhomologous end joining
MYCTH_2298998	GO:0005634	CC	nucleus
MYCTH_2298998	GO:0000723	BP	telomere maintenance
MYCTH_2298998	GO:0003684	MF	damaged DNA binding
MYCTH_2298998	GO:0003677	MF	DNA binding
MYCTH_2298998	GO:0043564	CC	Ku70:Ku80 complex
MYCTH_2298998	GO:0003678	MF	DNA helicase activity
MYCTH_2298998	GO:0003677	MF	DNA binding
MYCTH_2298998	GO:0006303	BP	double-strand break repair via nonhomologous end joining
MYCTH_2298998	GO:0003677	MF	DNA binding
MYCTH_2298998	GO:0006303	BP	double-strand break repair via nonhomologous end joining
MYCTH_2299001	GO:0003676	MF	nucleic acid binding
MYCTH_2299001	GO:0006396	BP	RNA processing
MYCTH_2299001	GO:0005634	CC	nucleus
MYCTH_2299001	GO:1990904	CC	ribonucleoprotein complex
MYCTH_2299001	GO:0003723	MF	RNA binding
MYCTH_2299002	GO:0003723	MF	RNA binding
MYCTH_2299002	GO:0019843	MF	rRNA binding
MYCTH_2299002	GO:0006412	BP	translation
MYCTH_2299002	GO:0015935	CC	small ribosomal subunit
MYCTH_2299002	GO:0003735	MF	structural constituent of ribosome
MYCTH_2299007	GO:0009395	BP	phospholipid catabolic process
MYCTH_2299007	GO:0004620	MF	phospholipase activity
MYCTH_2299008	GO:0006396	BP	RNA processing
MYCTH_2299008	GO:0004525	MF	ribonuclease III activity
MYCTH_2299014	GO:0016787	MF	hydrolase activity
MYCTH_2299023	GO:0005524	MF	ATP binding
MYCTH_2299023	GO:0005524	MF	ATP binding
MYCTH_2299023	GO:0046872	MF	metal ion binding
MYCTH_2299023	GO:0006520	BP	cellular amino acid metabolic process
MYCTH_2299023	GO:0016597	MF	amino acid binding
MYCTH_2299023	GO:0016743	MF	carboxyl- or carbamoyltransferase activity
MYCTH_2299023	GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process
MYCTH_2299023	GO:0006541	BP	glutamine metabolic process
MYCTH_2299023	GO:0004088	MF	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
MYCTH_2299023	GO:0006520	BP	cellular amino acid metabolic process
MYCTH_2299023	GO:0016743	MF	carboxyl- or carbamoyltransferase activity
MYCTH_2299023	GO:0006807	BP	nitrogen compound metabolic process
MYCTH_2299023	GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process
MYCTH_2299023	GO:0004070	MF	aspartate carbamoyltransferase activity
MYCTH_2299025	GO:0055085	BP	transmembrane transport
MYCTH_2299025	GO:0006811	BP	ion transport
MYCTH_2299025	GO:0016020	CC	membrane
MYCTH_2299025	GO:0005216	MF	ion channel activity
MYCTH_2299032	GO:0004733	MF	pyridoxamine-phosphate oxidase activity
MYCTH_2299032	GO:0010181	MF	FMN binding
MYCTH_2299032	GO:0008615	BP	pyridoxine biosynthetic process
MYCTH_2299032	GO:0016638	MF	oxidoreductase activity
MYCTH_2299032	GO:0055114	BP	 acting on the CH-NH2 group of donors
MYCTH_2299034	GO:0005524	MF	ATP binding
MYCTH_2299034	GO:0016787	MF	hydrolase activity
MYCTH_2299034	GO:0003677	MF	DNA binding
MYCTH_2299034	GO:0006396	BP	RNA processing
MYCTH_2299034	GO:0004525	MF	ribonuclease III activity
MYCTH_2299034	GO:0016891	MF	endoribonuclease activity
MYCTH_2299037	GO:0004843	MF	thiol-dependent ubiquitin-specific protease activity
MYCTH_2299037	GO:0006511	BP	ubiquitin-dependent protein catabolic process
MYCTH_2299037	GO:0006511	BP	ubiquitin-dependent protein catabolic process
MYCTH_2299037	GO:0004843	MF	thiol-dependent ubiquitin-specific protease activity
MYCTH_2299039	GO:0016817	MF	hydrolase activity
MYCTH_2299040	GO:0016021	CC	integral component of membrane
MYCTH_2299040	GO:0016192	BP	vesicle-mediated transport
MYCTH_2299042	GO:0016491	MF	oxidoreductase activity
MYCTH_2299043	GO:0005524	MF	ATP binding
MYCTH_2299043	GO:0003676	MF	nucleic acid binding
MYCTH_2299056	GO:0008124	MF	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
MYCTH_2299056	GO:0006729	BP	tetrahydrobiopterin biosynthetic process
MYCTH_2299061	GO:0003700	MF	DNA-binding transcription factor activity
MYCTH_2299061	GO:0006355	BP	regulation of transcription
MYCTH_2299067	GO:0008608	BP	attachment of spindle microtubules to kinetochore
MYCTH_2299067	GO:0042729	CC	DASH complex
MYCTH_2299067	GO:0072686	CC	mitotic spindle
MYCTH_2299068	GO:0006338	BP	chromatin remodeling
MYCTH_2299068	GO:0031011	CC	Ino80 complex
MYCTH_2299077	GO:0005524	MF	ATP binding
MYCTH_2299088	GO:0016491	MF	oxidoreductase activity
MYCTH_2299088	GO:0055114	BP	oxidation-reduction process
MYCTH_2299088	GO:0050660	MF	flavin adenine dinucleotide binding
MYCTH_2299088	GO:0016021	CC	integral component of membrane
MYCTH_2299088	GO:0004506	MF	squalene monooxygenase activity
MYCTH_2299088	GO:0055114	BP	oxidation-reduction process
MYCTH_2299088	GO:0004506	MF	squalene monooxygenase activity
MYCTH_2299088	GO:0016126	BP	sterol biosynthetic process
MYCTH_2299092	GO:0006465	BP	signal peptide processing
MYCTH_2299092	GO:0008236	MF	serine-type peptidase activity
MYCTH_2299092	GO:0006627	BP	protein processing involved in protein targeting to mitochondrion
MYCTH_2299092	GO:0042720	CC	mitochondrial inner membrane peptidase complex
MYCTH_2299092	GO:0008236	MF	serine-type peptidase activity
MYCTH_2299092	GO:0016020	CC	membrane
MYCTH_2299092	GO:0006508	BP	proteolysis
MYCTH_2299099	GO:0003743	MF	translation initiation factor activity
MYCTH_2299099	GO:0003723	MF	RNA binding
MYCTH_2299099	GO:0003676	MF	nucleic acid binding
MYCTH_2299100	GO:0006629	BP	lipid metabolic process
MYCTH_2299100	GO:0004622	MF	lysophospholipase activity
MYCTH_2299100	GO:0046470	BP	phosphatidylcholine metabolic process
MYCTH_2299107	GO:0016491	MF	oxidoreductase activity
MYCTH_2299107	GO:0055114	BP	oxidation-reduction process
MYCTH_2299107	GO:0016491	MF	oxidoreductase activity
MYCTH_2299107	GO:0020037	MF	heme binding
MYCTH_2299107	GO:0003824	MF	catalytic activity
MYCTH_2299109	GO:0005525	MF	GTP binding
MYCTH_2299109	GO:0003924	MF	GTPase activity
MYCTH_2299109	GO:0005525	MF	GTP binding
MYCTH_2299125	GO:0019135	MF	deoxyhypusine monooxygenase activity
MYCTH_2299125	GO:0008612	BP	peptidyl-lysine modification to peptidyl-hypusine
MYCTH_2299129	GO:0000287	MF	magnesium ion binding
MYCTH_2299129	GO:0009165	BP	nucleotide biosynthetic process
MYCTH_2299129	GO:0004749	MF	ribose phosphate diphosphokinase activity
MYCTH_2299129	GO:0000287	MF	magnesium ion binding
MYCTH_2299129	GO:0044249	BP	cellular biosynthetic process
MYCTH_2299129	GO:0009156	BP	ribonucleoside monophosphate biosynthetic process
MYCTH_2299129	GO:0004749	MF	ribose phosphate diphosphokinase activity
MYCTH_2299129	GO:0009116	BP	nucleoside metabolic process
MYCTH_2299136	GO:0005634	CC	nucleus
MYCTH_2299136	GO:0003677	MF	DNA binding
MYCTH_2299136	GO:0032968	BP	positive regulation of transcription elongation from RNA polymerase II promoter
MYCTH_2299136	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
MYCTH_2299136	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
MYCTH_2299142	GO:0042025	CC	host cell nucleus
MYCTH_2299142	GO:0006355	BP	regulation of transcription
MYCTH_2299142	GO:0000981	MF	 DNA-templated
MYCTH_2299142	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2299149	GO:0004652	MF	polynucleotide adenylyltransferase activity
MYCTH_2299149	GO:0043631	BP	RNA polyadenylation
MYCTH_2299149	GO:0016779	MF	nucleotidyltransferase activity
MYCTH_2299149	GO:0016779	MF	nucleotidyltransferase activity
MYCTH_2299149	GO:0031123	BP	RNA 3'-end processing
MYCTH_2299149	GO:0003723	MF	RNA binding
MYCTH_2299155	GO:0004430	MF	1-phosphatidylinositol 4-kinase activity
MYCTH_2299155	GO:0016301	MF	kinase activity
MYCTH_2299157	GO:0016884	MF	carbon-nitrogen ligase activity
MYCTH_2299158	GO:0005524	MF	ATP binding
MYCTH_2299172	GO:0016592	CC	mediator complex
MYCTH_2299177	GO:0005524	MF	ATP binding
MYCTH_2299177	GO:0005524	MF	ATP binding
MYCTH_2299177	GO:0030163	BP	protein catabolic process
MYCTH_2299177	GO:0004176	MF	ATP-dependent peptidase activity
MYCTH_2299177	GO:0004252	MF	serine-type endopeptidase activity
MYCTH_2299177	GO:0006508	BP	proteolysis
MYCTH_2299177	GO:0004252	MF	serine-type endopeptidase activity
MYCTH_2299177	GO:0004176	MF	ATP-dependent peptidase activity
MYCTH_2299177	GO:0006515	BP	protein quality control for misfolded or incompletely synthesized proteins
MYCTH_2299177	GO:0004252	MF	serine-type endopeptidase activity
MYCTH_2299177	GO:0005524	MF	ATP binding
MYCTH_2299177	GO:0006508	BP	proteolysis
MYCTH_2299177	GO:0004176	MF	ATP-dependent peptidase activity
MYCTH_2299178	GO:0006468	BP	protein phosphorylation
MYCTH_2299178	GO:0005524	MF	ATP binding
MYCTH_2299178	GO:0004672	MF	protein kinase activity
MYCTH_2299180	GO:0004553	MF	hydrolase activity
MYCTH_2299180	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
MYCTH_2299181	GO:0003824	MF	catalytic activity
MYCTH_2299181	GO:0009058	BP	biosynthetic process
MYCTH_2299181	GO:0030170	MF	pyridoxal phosphate binding
MYCTH_2299183	GO:0000287	MF	magnesium ion binding
MYCTH_2299183	GO:0005524	MF	ATP binding
MYCTH_2299183	GO:0004141	MF	dethiobiotin synthase activity
MYCTH_2299183	GO:0009102	BP	biotin biosynthetic process
MYCTH_2299183	GO:0008483	MF	transaminase activity
MYCTH_2299183	GO:0030170	MF	pyridoxal phosphate binding
MYCTH_2299183	GO:0003824	MF	catalytic activity
MYCTH_2299189	GO:0003723	MF	RNA binding
MYCTH_2299189	GO:0003676	MF	nucleic acid binding
MYCTH_2299193	GO:0043015	MF	gamma-tubulin binding
MYCTH_2299193	GO:0000922	CC	spindle pole
MYCTH_2299193	GO:0007020	BP	microtubule nucleation
MYCTH_2299193	GO:0005815	CC	microtubule organizing center
MYCTH_2299193	GO:0000226	BP	microtubule cytoskeleton organization
MYCTH_2299193	GO:0043015	MF	gamma-tubulin binding
MYCTH_2299195	GO:0019773	CC	proteasome core complex
MYCTH_2299195	GO:0043161	BP	 alpha-subunit complex
MYCTH_2299195	GO:0005839	CC	proteasome-mediated ubiquitin-dependent protein catabolic process
MYCTH_2299195	GO:0051603	BP	proteasome core complex
MYCTH_2299195	GO:0019773	CC	proteolysis involved in cellular protein catabolic process
MYCTH_2299195	GO:0006511	BP	proteasome core complex
MYCTH_2299199	GO:0005730	CC	nucleolus
MYCTH_2299199	GO:0008168	MF	methyltransferase activity
MYCTH_2299204	GO:0008080	MF	N-acetyltransferase activity
MYCTH_2299207	GO:0009116	BP	nucleoside metabolic process
MYCTH_2299207	GO:0004588	MF	orotate phosphoribosyltransferase activity
MYCTH_2299207	GO:0004588	MF	orotate phosphoribosyltransferase activity
MYCTH_2299207	GO:0006221	BP	pyrimidine nucleotide biosynthetic process
MYCTH_2299213	GO:0007264	BP	small GTPase mediated signal transduction
MYCTH_2299213	GO:0005092	MF	GDP-dissociation inhibitor activity
MYCTH_2299213	GO:0005093	MF	Rab GDP-dissociation inhibitor activity
MYCTH_2299213	GO:0015031	BP	protein transport
MYCTH_2299217	GO:0006412	BP	translation
MYCTH_2299217	GO:0005761	CC	mitochondrial ribosome
MYCTH_2299217	GO:0003735	MF	structural constituent of ribosome
MYCTH_2299220	GO:0006351	BP	transcription
MYCTH_2299220	GO:0005634	CC	 DNA-templated
MYCTH_2299220	GO:0003677	MF	nucleus
MYCTH_2299220	GO:0008270	MF	DNA binding
MYCTH_2299223	GO:0000922	CC	spindle pole
MYCTH_2299223	GO:0007020	BP	microtubule nucleation
MYCTH_2299223	GO:0005815	CC	microtubule organizing center
MYCTH_2299223	GO:0000226	BP	microtubule cytoskeleton organization
MYCTH_2299223	GO:0043015	MF	gamma-tubulin binding
MYCTH_2299223	GO:0043015	MF	gamma-tubulin binding
MYCTH_2299238	GO:0017137	MF	Rab GTPase binding
MYCTH_2299238	GO:0005794	CC	Golgi apparatus
MYCTH_2299238	GO:0016192	BP	vesicle-mediated transport
MYCTH_2299238	GO:0016020	CC	membrane
MYCTH_2299259	GO:0005525	MF	GTP binding
MYCTH_2299259	GO:0005525	MF	GTP binding
MYCTH_2299259	GO:0003924	MF	GTPase activity
MYCTH_2299267	GO:0016758	MF	transferase activity
MYCTH_2299267	GO:0004100	MF	 transferring hexosyl groups
MYCTH_2299268	GO:0005515	MF	protein binding
MYCTH_2299268	GO:0003723	MF	RNA binding
MYCTH_2299268	GO:0000184	BP	nuclear-transcribed mRNA catabolic process
MYCTH_2299273	GO:0016491	MF	oxidoreductase activity
MYCTH_2299273	GO:0055114	BP	oxidation-reduction process
MYCTH_2299273	GO:0043546	MF	molybdopterin cofactor binding
MYCTH_2299273	GO:0055114	BP	oxidation-reduction process
MYCTH_2299273	GO:0020037	MF	heme binding
MYCTH_2299273	GO:0030151	MF	molybdenum ion binding
MYCTH_2299273	GO:0016491	MF	oxidoreductase activity
MYCTH_2299273	GO:0055114	BP	oxidation-reduction process
MYCTH_2299273	GO:0006809	BP	nitric oxide biosynthetic process
MYCTH_2299273	GO:0050464	MF	nitrate reductase (NADPH) activity
MYCTH_2299273	GO:0042128	BP	nitrate assimilation
MYCTH_2299276	GO:0022904	BP	respiratory electron transport chain
MYCTH_2299279	GO:0005515	MF	protein binding
MYCTH_2299279	GO:0016571	BP	histone methylation
MYCTH_2299279	GO:0035098	CC	ESC/E(Z) complex
MYCTH_2299286	GO:0034755	BP	iron ion transmembrane transport
MYCTH_2299286	GO:0005381	MF	iron ion transmembrane transporter activity
MYCTH_2299286	GO:0016021	CC	integral component of membrane
MYCTH_2299288	GO:0016020	CC	membrane
MYCTH_2299291	GO:0046907	BP	intracellular transport
MYCTH_2299299	GO:0000266	BP	mitochondrial fission
MYCTH_2299299	GO:0005515	MF	protein binding
MYCTH_2299306	GO:0006351	BP	transcription
MYCTH_2299306	GO:0005634	CC	 DNA-templated
MYCTH_2299306	GO:0003677	MF	nucleus
MYCTH_2299306	GO:0008270	MF	DNA binding
MYCTH_2299308	GO:0008168	MF	methyltransferase activity
MYCTH_2299308	GO:0016428	MF	tRNA (cytosine-5-)-methyltransferase activity
MYCTH_2299308	GO:0008168	MF	methyltransferase activity
MYCTH_2299308	GO:0003723	MF	RNA binding
MYCTH_2299309	GO:0005525	MF	GTP binding
MYCTH_2299321	GO:0010181	MF	FMN binding
MYCTH_2299322	GO:0055085	BP	transmembrane transport
MYCTH_2299322	GO:0016020	CC	membrane
MYCTH_2299322	GO:0046873	MF	metal ion transmembrane transporter activity
MYCTH_2299322	GO:0030001	BP	metal ion transport
MYCTH_2299329	GO:0047617	MF	acyl-CoA hydrolase activity
MYCTH_2299331	GO:0005515	MF	protein binding
MYCTH_2299335	GO:0031072	MF	heat shock protein binding
MYCTH_2299335	GO:0051082	MF	unfolded protein binding
MYCTH_2299335	GO:0051082	MF	unfolded protein binding
MYCTH_2299335	GO:0006457	BP	protein folding
MYCTH_2299335	GO:0009408	BP	response to heat
MYCTH_2299335	GO:0005524	MF	ATP binding
MYCTH_2299335	GO:0051082	MF	unfolded protein binding
MYCTH_2299335	GO:0006457	BP	protein folding
MYCTH_2299337	GO:0042025	CC	host cell nucleus
MYCTH_2299337	GO:0006355	BP	regulation of transcription
MYCTH_2299337	GO:0000981	MF	 DNA-templated
MYCTH_2299337	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2299338	GO:0006351	BP	transcription
MYCTH_2299338	GO:0005634	CC	 DNA-templated
MYCTH_2299338	GO:0003677	MF	nucleus
MYCTH_2299338	GO:0008270	MF	DNA binding
MYCTH_2299339	GO:0005515	MF	protein binding
MYCTH_2299349	GO:0003861	MF	3-isopropylmalate dehydratase activity
MYCTH_2299349	GO:0009098	BP	leucine biosynthetic process
MYCTH_2299349	GO:0051539	MF	4 iron
MYCTH_2299349	GO:0009316	CC	 4 sulfur cluster binding
MYCTH_2299349	GO:0003861	MF	3-isopropylmalate dehydratase complex
MYCTH_2299349	GO:0009098	BP	3-isopropylmalate dehydratase activity
MYCTH_2299349	GO:0003861	MF	leucine biosynthetic process
MYCTH_2299355	GO:0006270	BP	DNA replication initiation
MYCTH_2299360	GO:0003824	MF	catalytic activity
MYCTH_2299367	GO:0005515	MF	protein binding
MYCTH_2299371	GO:0006488	BP	dolichol-linked oligosaccharide biosynthetic process
MYCTH_2299371	GO:0003975	MF	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
MYCTH_2299371	GO:0006487	BP	protein N-linked glycosylation
MYCTH_2299371	GO:0008963	MF	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
MYCTH_2299371	GO:0016021	CC	integral component of membrane
MYCTH_2299373	GO:0005515	MF	protein binding
MYCTH_2299373	GO:0005198	MF	structural molecule activity
MYCTH_2299373	GO:1904263	BP	positive regulation of TORC1 signaling
MYCTH_2299379	GO:0055085	BP	transmembrane transport
MYCTH_2299379	GO:0022857	MF	transmembrane transporter activity
MYCTH_2299383	GO:0005034	MF	osmosensor activity
MYCTH_2299383	GO:0005887	CC	integral component of plasma membrane
MYCTH_2299383	GO:0007232	BP	osmosensory signaling pathway via Sho1 osmosensor
MYCTH_2299386	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
MYCTH_2299388	GO:0008641	MF	ubiquitin-like modifier activating enzyme activity
MYCTH_2299388	GO:0006464	BP	cellular protein modification process
MYCTH_2299388	GO:0008641	MF	ubiquitin-like modifier activating enzyme activity
MYCTH_2299397	GO:0004364	MF	glutathione transferase activity
MYCTH_2299397	GO:0005515	MF	protein binding
MYCTH_2299402	GO:0016459	CC	myosin complex
MYCTH_2299402	GO:0005524	MF	ATP binding
MYCTH_2299402	GO:0003774	MF	motor activity
MYCTH_2299402	GO:0016758	MF	transferase activity
MYCTH_2299402	GO:0004100	MF	 transferring hexosyl groups
MYCTH_2299407	GO:0005525	MF	GTP binding
MYCTH_2299407	GO:0042254	BP	ribosome biogenesis
MYCTH_2299407	GO:0005634	CC	nucleus
MYCTH_2299407	GO:0042254	BP	ribosome biogenesis
MYCTH_2299412	GO:0004672	MF	protein kinase activity
MYCTH_2299416	GO:0044237	BP	cellular metabolic process
MYCTH_2299427	GO:0016301	MF	kinase activity
MYCTH_2299427	GO:0004747	MF	ribokinase activity
MYCTH_2299427	GO:0006014	BP	D-ribose metabolic process
MYCTH_2299442	GO:0055085	BP	transmembrane transport
MYCTH_2299442	GO:0022857	MF	transmembrane transporter activity
MYCTH_2299448	GO:0016491	MF	oxidoreductase activity
MYCTH_2299450	GO:0004582	MF	dolichyl-phosphate beta-D-mannosyltransferase activity
MYCTH_2299460	GO:0016020	CC	membrane
MYCTH_2299464	GO:0006468	BP	protein phosphorylation
MYCTH_2299464	GO:0004672	MF	protein kinase activity
MYCTH_2299464	GO:0005524	MF	ATP binding
MYCTH_2299464	GO:0006468	BP	protein phosphorylation
MYCTH_2299464	GO:0005524	MF	ATP binding
MYCTH_2299464	GO:0004672	MF	protein kinase activity
MYCTH_2299470	GO:0006468	BP	protein phosphorylation
MYCTH_2299470	GO:0004672	MF	protein kinase activity
MYCTH_2299470	GO:0005524	MF	ATP binding
MYCTH_2299470	GO:0006468	BP	protein phosphorylation
MYCTH_2299470	GO:0005524	MF	ATP binding
MYCTH_2299470	GO:0004672	MF	protein kinase activity
MYCTH_2299478	GO:0005515	MF	protein binding
MYCTH_2299483	GO:0071949	MF	FAD binding
MYCTH_2299483	GO:0050660	MF	flavin adenine dinucleotide binding
MYCTH_2299483	GO:0016491	MF	oxidoreductase activity
MYCTH_2299483	GO:0055114	BP	oxidation-reduction process
MYCTH_2299483	GO:0050660	MF	flavin adenine dinucleotide binding
MYCTH_2299489	GO:0016491	MF	oxidoreductase activity
MYCTH_2299489	GO:0055114	BP	oxidation-reduction process
MYCTH_2299495	GO:0016491	MF	oxidoreductase activity
MYCTH_2299495	GO:0055114	BP	oxidation-reduction process
MYCTH_2299497	GO:0005524	MF	ATP binding
MYCTH_2299497	GO:0003676	MF	nucleic acid binding
MYCTH_2299507	GO:0006654	BP	phosphatidic acid biosynthetic process
MYCTH_2299507	GO:0004630	MF	phospholipase D activity
MYCTH_2299507	GO:0048017	BP	inositol lipid-mediated signaling
MYCTH_2299507	GO:0003824	MF	catalytic activity
MYCTH_2299512	GO:0005515	MF	protein binding
MYCTH_2299518	GO:0006281	BP	DNA repair
MYCTH_2299518	GO:0004518	MF	nuclease activity
MYCTH_2299521	GO:0043039	BP	tRNA aminoacylation
MYCTH_2299521	GO:0005524	MF	ATP binding
MYCTH_2299521	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2299521	GO:0005524	MF	ATP binding
MYCTH_2299521	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2299521	GO:0006418	BP	tRNA aminoacylation for protein translation
MYCTH_2299521	GO:0000166	MF	nucleotide binding
MYCTH_2299521	GO:0006412	BP	translation
MYCTH_2299521	GO:0005737	CC	cytoplasm
MYCTH_2299521	GO:0005524	MF	ATP binding
MYCTH_2299521	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2299521	GO:0006418	BP	tRNA aminoacylation for protein translation
MYCTH_2299521	GO:0000166	MF	nucleotide binding
MYCTH_2299521	GO:0005737	CC	cytoplasm
MYCTH_2299521	GO:0005524	MF	ATP binding
MYCTH_2299521	GO:0004819	MF	glutamine-tRNA ligase activity
MYCTH_2299521	GO:0006425	BP	glutaminyl-tRNA aminoacylation
MYCTH_2299521	GO:0000166	MF	nucleotide binding
MYCTH_2299521	GO:0005524	MF	ATP binding
MYCTH_2299521	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2299521	GO:0043039	BP	tRNA aminoacylation
MYCTH_2299521	GO:0000166	MF	nucleotide binding
MYCTH_2299531	GO:0042025	CC	host cell nucleus
MYCTH_2299531	GO:0006355	BP	regulation of transcription
MYCTH_2299531	GO:0000981	MF	 DNA-templated
MYCTH_2299531	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2299531	GO:0006351	BP	 RNA polymerase II-specific
MYCTH_2299531	GO:0005634	CC	zinc ion binding
MYCTH_2299531	GO:0003677	MF	transcription
MYCTH_2299531	GO:0008270	MF	 DNA-templated
MYCTH_2299532	GO:0042025	CC	host cell nucleus
MYCTH_2299532	GO:0006355	BP	regulation of transcription
MYCTH_2299532	GO:0000981	MF	 DNA-templated
MYCTH_2299532	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2299532	GO:0006351	BP	 RNA polymerase II-specific
MYCTH_2299532	GO:0005634	CC	zinc ion binding
MYCTH_2299532	GO:0003677	MF	transcription
MYCTH_2299532	GO:0008270	MF	 DNA-templated
MYCTH_2299543	GO:0005515	MF	protein binding
MYCTH_2299551	GO:0016491	MF	oxidoreductase activity
MYCTH_2299551	GO:0055114	BP	oxidation-reduction process
MYCTH_2299551	GO:0016620	MF	oxidoreductase activity
MYCTH_2299551	GO:0016491	MF	 acting on the aldehyde or oxo group of donors
MYCTH_2299551	GO:0055114	BP	 NAD or NADP as acceptor
MYCTH_2299552	GO:0003676	MF	nucleic acid binding
MYCTH_2299553	GO:0043023	MF	ribosomal large subunit binding
MYCTH_2299554	GO:0005515	MF	protein binding
MYCTH_2299555	GO:0016787	MF	hydrolase activity
MYCTH_2299561	GO:0005515	MF	protein binding
MYCTH_2299563	GO:0008374	MF	O-acyltransferase activity
MYCTH_2299563	GO:0044255	BP	cellular lipid metabolic process
MYCTH_2299563	GO:0016746	MF	transferase activity
MYCTH_2299569	GO:0004592	MF	pantoate-beta-alanine ligase activity
MYCTH_2299569	GO:0015940	BP	pantothenate biosynthetic process
MYCTH_2299573	GO:0003723	MF	RNA binding
MYCTH_2299582	GO:0032543	BP	mitochondrial translation
MYCTH_2299582	GO:0003735	MF	structural constituent of ribosome
MYCTH_2299583	GO:0006189	BP	'de novo' IMP biosynthetic process
MYCTH_2299583	GO:0004642	MF	phosphoribosylformylglycinamidine synthase activity
MYCTH_2299585	GO:0005515	MF	protein binding
MYCTH_2299590	GO:0016301	MF	kinase activity
MYCTH_2299590	GO:0005737	CC	cytoplasm
MYCTH_2299590	GO:0005524	MF	ATP binding
MYCTH_2299590	GO:0016773	MF	phosphotransferase activity
MYCTH_2299590	GO:0006012	BP	 alcohol group as acceptor
MYCTH_2299590	GO:0005524	MF	galactose metabolic process
MYCTH_2299590	GO:0046835	BP	ATP binding
MYCTH_2299590	GO:0004335	MF	carbohydrate phosphorylation
MYCTH_2299590	GO:0005524	MF	galactokinase activity
MYCTH_2299597	GO:0050660	MF	flavin adenine dinucleotide binding
MYCTH_2299597	GO:0000287	MF	magnesium ion binding
MYCTH_2299597	GO:0003984	MF	acetolactate synthase activity
MYCTH_2299597	GO:0009082	BP	branched-chain amino acid biosynthetic process
MYCTH_2299597	GO:0030976	MF	thiamine pyrophosphate binding
MYCTH_2299597	GO:0030976	MF	thiamine pyrophosphate binding
MYCTH_2299597	GO:0003824	MF	catalytic activity
MYCTH_2299597	GO:0030976	MF	thiamine pyrophosphate binding
MYCTH_2299597	GO:0000287	MF	magnesium ion binding
MYCTH_2299597	GO:0030976	MF	thiamine pyrophosphate binding
MYCTH_2299613	GO:0016818	MF	hydrolase activity
MYCTH_2299613	GO:0008270	MF	 acting on acid anhydrides
MYCTH_2299613	GO:0003676	MF	 in phosphorus-containing anhydrides
MYCTH_2299613	GO:0005524	MF	zinc ion binding
MYCTH_2299619	GO:0006468	BP	protein phosphorylation
MYCTH_2299619	GO:0004672	MF	protein kinase activity
MYCTH_2299619	GO:0006468	BP	protein phosphorylation
MYCTH_2299619	GO:0005524	MF	ATP binding
MYCTH_2299619	GO:0004672	MF	protein kinase activity
MYCTH_2299619	GO:0005524	MF	ATP binding
MYCTH_2299621	GO:0006412	BP	translation
MYCTH_2299621	GO:0005840	CC	ribosome
MYCTH_2299621	GO:0003735	MF	structural constituent of ribosome
MYCTH_2299636	GO:0016491	MF	oxidoreductase activity
MYCTH_2299636	GO:0055114	BP	oxidation-reduction process
MYCTH_2299645	GO:0016301	MF	kinase activity
MYCTH_2299645	GO:0003951	MF	NAD+ kinase activity
