Gene	Description	Symbol	EC
MYCTH_2301713	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins(CFD1)	CFD1	
MYCTH_2301714			
MYCTH_2301715	Belongs to the cytochrome P450 family	ERG11	1.14.13.12
MYCTH_2301718	F-box domain containing protein		
MYCTH_2301720	O-Glycosyl hydrolase family 30		3.2.1.164
MYCTH_2301721	Beta-1,3-glucanase		
MYCTH_2301722			
MYCTH_2301726			
MYCTH_2301729	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	YPL113C	
MYCTH_2301730	Dienelactone hydrolase family	AIM2	
MYCTH_2301732	Ammonium transporter	MEP2	
MYCTH_2301747	Belongs to the ubiquitin-conjugating enzyme family	RAD6	2.3.2.23,2.3.2.24
MYCTH_2301751	Belongs to the cyclin family	CCL1	
MYCTH_2301753	BAR domain		
MYCTH_2301760	BAR(hob3)	RVS161	
MYCTH_2301761	Peptidyl-tRNA hydrolase	PTH1	3.1.1.29
MYCTH_2301764	spectrin binding		
MYCTH_2301765			
MYCTH_2301768	Domain of unknown function (DUF1996)		
MYCTH_2301769	Taurine catabolism dioxygenase TauD, TfdA family		
MYCTH_2301771	Belongs to the glycosyl hydrolase 47 family	MNS1	3.2.1.113
MYCTH_2301772	Chromate transporter		
MYCTH_2301780	ribonuclease		3.1.27.3
MYCTH_2301788	Putative cyclase		
MYCTH_2301791	Glutathione S-transferase N-terminal domain		
MYCTH_2301802	BAG domain		
MYCTH_2301807	Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation(ELP3)	ELP3	2.3.1.48
MYCTH_2301810	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate- level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit(LSC1)	LSC1	6.2.1.4,6.2.1.5
MYCTH_2301813	Belongs to the ubiquitin-conjugating enzyme family(ubc1)	UBC1	2.3.2.23
MYCTH_2301817	Belongs to the AAA ATPase family(RPT2)	RPT2	
MYCTH_2301823			
MYCTH_2301828	T5orf172		
MYCTH_2301829			
MYCTH_2301830	Destroys radicals which are normally produced within the cells and which are toxic to biological systems(sodB)	SOD2	1.15.1.1
MYCTH_2301831	Spherulation-specific family 4		
MYCTH_2301832	CVNH domain		
MYCTH_2301834	Pfam:DUF2305	YPR147C	
MYCTH_2301836			
MYCTH_2301840	ABC transporter(ARB1)	ARB1	
MYCTH_2301841	DNA helicase ino-80 Contains conserved domains(INO80)	INO80	2.1.1.313,3.6.4.12
MYCTH_2301845	Promethin		
MYCTH_2301846	Oxidoreductase family, C-terminal alpha/beta domain		
MYCTH_2301854			
MYCTH_2301856	serum paraoxonase arylesterase		
MYCTH_2301858	NADH:flavin oxidoreductase / NADH oxidase family		
MYCTH_2301859	Peptidase dimerisation domain		
MYCTH_2301864	Glutathione-dependent formaldehyde-activating enzyme		
MYCTH_2301869	Belongs to the glycosyl hydrolase 43 family		
MYCTH_2301873	C6 zinc finger domain-containing protein		
MYCTH_2301875	Retinoic acid induced 16-like protein		
MYCTH_2301876			
MYCTH_2301878	Lipase (class 3)		
MYCTH_2301882	Protein of unknown function DUF89(HRT2)	YMR027W	
MYCTH_2301895			
MYCTH_2301899	Taurine catabolism dioxygenase TauD, TfdA family		
MYCTH_2301905	Acyltransferase C-terminus	CST26	
MYCTH_2301909	ATP-NAD kinase(POS5)	POS5	2.7.1.86
MYCTH_2301910	CFEM domain		
MYCTH_2301911	Ubiquitination network signaling protein(acrB)		
MYCTH_2301913	Thioesterase-like superfamily		
MYCTH_2301914	Methyltransferase domain		
MYCTH_2301916	Endonuclease/Exonuclease/phosphatase family(CCR4)	CCR4	3.1.13.4
MYCTH_2301919			
MYCTH_2301920	C6 zinc finger	MAL33	
MYCTH_2301926			
MYCTH_2301927	Thioesterase domain		
MYCTH_2301928	FAD binding		
MYCTH_2301930	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family(KAR3)	KAR3	
MYCTH_2301934	Dehydratase family(ILV3)	ILV3	4.2.1.9
MYCTH_2301936	ATP-dependent Clp protease proteolytic		3.4.21.92
MYCTH_2301940			
MYCTH_2301942	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication(PRI2)	PRI2	3.1.3.41
MYCTH_2301956	DnaJ molecular chaperone homology domain	XDJ1	
MYCTH_2301957	MBOAT, membrane-bound O-acyltransferase family(ARE2)	ARE2	2.3.1.26
MYCTH_2301959	Protein tyrosine kinase	PRR1	2.1.1.205
MYCTH_2301963	Peptidylprolyl isomerase(FPR2)	FPR1	5.2.1.8
MYCTH_2301968	Vps5 C terminal like(vps5)	VPS5	
MYCTH_2301970	WD40 associated region in TFIID subunit, NTD2 domain(TAF5)	TAF5	
MYCTH_2301973	Mediator complex protein		
MYCTH_2301978	Belongs to the peptidase M28 family	YBR074W	
MYCTH_2301979	Splicing factor 1 helix-hairpin domain(BBP)		
MYCTH_2301985	Belongs to the GST superfamily(GST2)	URE2	2.5.1.18
MYCTH_2301992	Calcineurin-like phosphoesterase(DCR2)	DCR2	
MYCTH_2301994			
MYCTH_2301997	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation		
MYCTH_2301998			
MYCTH_2302000			
MYCTH_2302001	Endonuclease/Exonuclease/phosphatase family		
MYCTH_2302002	lipoprotein transporter activity		
MYCTH_2302003			
MYCTH_2302006	Domain in SPla and the RYanodine Receptor.(ssh4)	EAR1	
MYCTH_2302011	Fungal specific transcription factor domain	UPC2	
MYCTH_2302024	HEAT-like repeat(kap104)	KAP104	
MYCTH_2302025	Proteasome assembly chaperone 4		
MYCTH_2302026	N2227	YNL092W	2.1.1.22
MYCTH_2302030	Enoyl-(Acyl carrier protein) reductase	SPS19	
MYCTH_2302032	Ubiquitin family		
MYCTH_2302034	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer). Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine(PSD1)	PSD1	4.1.1.65
MYCTH_2302040			
MYCTH_2302042			
MYCTH_2302045	RING-H2 zinc finger domain(HRD1)	HRD1	2.3.2.27
MYCTH_2302048	Lysine methyltransferase	NNT1	2.1.1.1
MYCTH_2302052	zinc finger	CRZ1	
MYCTH_2302055			
MYCTH_2302064	Belongs to the universal ribosomal protein uL22 family(RPL17B)	RPL17A	
MYCTH_2302065	Ubiquitin carboxyl-terminal hydrolase		3.4.19.12
MYCTH_2302067	Slime mold cyclic AMP receptor		
MYCTH_2302071	Vacuolar sorting protein 39 domain 2		
MYCTH_2302072	CASP C terminal	COY1	
MYCTH_2302074	Protein of unknown function (DUF3455)		
MYCTH_2302076	Elongation factor 1 gamma domain-containing protein(TEF4)	CAM1	
MYCTH_2302083			
MYCTH_2302089	EF-hand domain pair(CNB1)	CNB1	
MYCTH_2302091	1 EPL1_NEUCR RecName Full Enhancer of polycomb-like protein 1. Contains conserved domain EPL1 pfam10513 . This is a family of EPL1 (Enhancer of polycomb-like) proteins(EPL1)	EPL1	
MYCTH_2302093			
MYCTH_2302094	Component of the EKC KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. The complex is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. KAE1 likely plays a direct catalytic role in this reaction, but requires other protein(s) of the complex to fulfill this activity. The EKC KEOPS complex also promotes both telomere uncapping and telomere elongation. The complex is required for efficient recruitment of transcriptional coactivators(KAE1)	KAE1	2.3.1.234
MYCTH_2302095	5'-AMP-activated protein kinase beta subunit, interation domain(GAL83)	GAL83	
MYCTH_2302098	The SPT4-SPT5 complex mediates both activation and inhibition of transcription elongation, and plays a role in pre- mRNA processing. This complex seems to be important for the stability of the RNA polymerase II elongation machinery on the chromatin template but not for the inherent ability of this machinery to translocate down the gene(SPT4)	SPT4	
MYCTH_2302100	Domain of Kin17 curved DNA-binding protein	RTS2	
MYCTH_2302102	ACT domain	HOM3	2.7.2.4
MYCTH_2302105	ABC transporter(MDL1)	MDL1	3.6.1.3
MYCTH_2302106	RPR(RTT103)	RTT103	
MYCTH_2302111	Belongs to the syntaxin family(tlg2)	TLG2	
MYCTH_2302119	Adaptin N terminal region(APL4)	APL4	
MYCTH_2302122	Pfam:DUF947(RRP36)	RRP36	
MYCTH_2302123	ABC1 family	COQ8	
MYCTH_2302128	Involved in the initiation of assembly of the COPII coat required for the formation of transport vesicles from the endoplasmic reticulum (ER) and the selection of cargo molecules. Also involved in autophagy(SEC16)	SEC16	
MYCTH_2302129	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily(NEO1)	NEO1	3.6.3.1
MYCTH_2302132	Saccharomyces cerevisiae YML050w(AIM32)	APD1	
MYCTH_2302133	Belongs to the class-I aminoacyl-tRNA synthetase family	NAM2	6.1.1.4
MYCTH_2302135	Amino acid permease	MUP1	
MYCTH_2302139	Protein of unknown function (DUF3684)		
MYCTH_2302140	Kinase phosphorylation protein		
MYCTH_2302141	MED6 mediator sub complex component(MED6)	MED6	
MYCTH_2302143	Belongs to the universal ribosomal protein uL15 family(RPL28)	RPL28	3.6.4.13
MYCTH_2302145	phosphatase(CNA1)	CMP2	3.1.3.16
MYCTH_2302150	Enoyl-(Acyl carrier protein) reductase(SOU1)	SPS19	1.1.1.289
MYCTH_2302160	emp24/gp25L/p24 family/GOLD	ERP3	
MYCTH_2302174	Tim17/Tim22/Tim23/Pmp24 family(TIM22)	TIM22	
MYCTH_2302176	Belongs to the peptidase C19 family(UBP15)	UBP15	3.4.19.12
MYCTH_2302183	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase(PKP2)	PKP2	
MYCTH_2302186	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family(spn4)	CDC12	
MYCTH_2302188	Dip2/Utp12 Family(PWP2)	PWP2	
MYCTH_2302191	Protein of unknown function (DUF4243)		
MYCTH_2302198	Inositol polyphosphate phosphatase, catalytic domain homologues	INP52	
MYCTH_2302201	Domain of unknown function (DUF4748)		
MYCTH_2302206	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment(RTS1)	RTS1	
MYCTH_2302212	RNA polymerase III transcription factor (TF)IIIC subunit(TFC1)	TFC1	
MYCTH_2302213	Belongs to the AAA ATPase family	BCS1	
MYCTH_2302215	Asparaginase	ASP1	3.1.1.47,3.1.1.5,3.5.1.1
MYCTH_2302217	Belongs to the nucleosome assembly protein (NAP) family	VPS75	
MYCTH_2302225	Dak2(dak1)	DAK2	2.7.1.28,2.7.1.29,4.6.1.15
MYCTH_2302228	Belongs to the enoyl-CoA hydratase isomerase family(EHD3)	EHD3	3.1.2.4
MYCTH_2302231			
MYCTH_2302235			
MYCTH_2302238	CobW/HypB/UreG, nucleotide-binding domain	YNR029C	
MYCTH_2302240	Solute carrier family 12	YBR235W	
MYCTH_2302243	Transmembrane amino acid transporter protein	AVT3	
MYCTH_2302244	RNA polymerase Rpb3/Rpb11 dimerisation domain(RPB11)	RPB11	
MYCTH_2302246	u6 snrna-associated sm-like protein lsm5	LSM5	
MYCTH_2302247	3'-5' exonuclease		3.1.11.1
MYCTH_2302248	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome(YTM1)	YTM1	
MYCTH_2302249	DNA polymerase alpha/epsilon subunit B(cdc1)	POL31	
MYCTH_2302251			
MYCTH_2302253	Pyridoxal-phosphate dependent enzyme(CHA1)	CHA1	4.3.1.17,4.3.1.19
MYCTH_2302257	Belongs to the class-I aminoacyl-tRNA synthetase family(MSM1)	MSM1	6.1.1.10
MYCTH_2302259			
MYCTH_2302265	Protein tyrosine kinase	CDC5	
MYCTH_2302271	60S ribosomal protein(RPL4B)	RPL4A	
MYCTH_2302273	Pfam:DUF3812(EIS1)		
MYCTH_2302276	Frag1/DRAM/Sfk1 family	SFK1	
MYCTH_2302277	Belongs to the protein kinase superfamily(KIN28)	KIN28	2.7.11.22,2.7.11.23
MYCTH_2302278	Exocyst complex component Sec10(RCY1)	RCY1	
MYCTH_2302283	IGR(FYV4)		
MYCTH_2302286			
MYCTH_2302289	Glycoside hydrolase family 63 protein(CWH41)	CWH41	3.2.1.106
MYCTH_2302291	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.(GYP7)	GYP7	
MYCTH_2302294	Sec1-binding region of Mso1		
MYCTH_2302295	Belongs to the MAK16 family(mak16)	MAK16	
MYCTH_2302298	MnmE helical domain(MSS1)	MSS1	
MYCTH_2302300			
MYCTH_2302305	Temperature dependent protein affecting M2 dsRNA replication		
MYCTH_2302310			
MYCTH_2302317			
MYCTH_2302318	DWNN(MPE1)	MPE1	
MYCTH_2302321	Belongs to the peptidase S10 family	YBR139W	3.4.16.6
MYCTH_2302323	PCRF(MRF1)	MRF1	
MYCTH_2302336	Gamma-glutamyltranspeptidase		2.3.2.2,3.4.19.13
MYCTH_2302339	CoA-transferase family III		5.1.99.4
MYCTH_2302341	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family(VPS1)	VPS1	3.6.5.5
MYCTH_2302350			
MYCTH_2302354	CAS/CSE protein, C-terminus(CSE1)	CSE1	
MYCTH_2302356	Tuberin(TSC2)		
MYCTH_2302360	Acetyltransferase (GNAT) family		
MYCTH_2302369	Transglutaminase-like superfamily	CYK3	
MYCTH_2302374	Sec8 exocyst complex component specific domain(SEC8)	SEC8	3.4.11.9
MYCTH_2302376	SMI1 / KNR4 family(SMI1)	SMI1	
MYCTH_2302383	Belongs to the protein kinase superfamily(gsk3)	RIM11	2.7.11.1,2.7.11.26
MYCTH_2302387	MIF4G like(cbc1)	STO1	
MYCTH_2302391	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(sap49)	HSH49	
MYCTH_2302393	Belongs to the mitochondrial carrier (TC 2.A.29) family(FLX1)	FLX1	
MYCTH_2302405	Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2- thiolation reaction by being thiocarboxylated (-COSH) at its C- terminus by the MOCS3 homolog UBA4. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Prior mcm(5) tRNA modification by the elongator complex is required for 2- thiolation. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins such as AHP1. The thiocarboxylated form serves as substrate for conjugation and oxidative stress specifically induces the formation of UBL-protein conjugates(URM1)	URM1	
MYCTH_2302420	Mitochondrial 54S ribosomal protein YmL7 YmL5(mrpl7)	MRPL7	
MYCTH_2302422	Ferrous iron transport protein B	LSG1	
MYCTH_2302424	Low temperature viability protein(LTV1)	LTV1	
MYCTH_2302426	Aminotransferase class I and II	ARO8	
MYCTH_2302431	chromatin binding		
MYCTH_2302433	Malic enzyme, NAD binding domain	MAE1	1.1.1.40
MYCTH_2302437	Malic enzyme, NAD binding domain		1.1.1.40
MYCTH_2302439	DNA repair protein(RAD7)	RAD7	
MYCTH_2302441	Zinc finger, C3HC4 type (RING finger)(RAD16)	RAD16	
MYCTH_2302442	Domain of unknown function (DUF5127)		
MYCTH_2302447	ABC transporter transmembrane region(YOR1)	YOR1	
MYCTH_2302452			
MYCTH_2302460	NmrA-like family		
MYCTH_2302465	Exosome component EXOSC1/CSL4(CSL4)	CSL4	
MYCTH_2302466	GDP/GTP exchange factor Sec2p		
MYCTH_2302467	TruB family pseudouridylate synthase (N terminal domain)(PUS4)	PUS4	5.4.99.25
MYCTH_2302469			
MYCTH_2302476	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	KIP3	
MYCTH_2302478	Leukotriene A(4) hydrolase(LAP2)	LAP2	3.3.2.6
MYCTH_2302485			
MYCTH_2302494	Up-regulated During Septation		
MYCTH_2302496	Carbon-nitrogen hydrolase(NIT3)	NIT3	3.5.1.3
MYCTH_2302498	Belongs to the spermidine spermine synthase family(SPE3)	SPE3	2.5.1.16
MYCTH_2302506	G protein alpha subunit	GPA2	
MYCTH_2302509	Glycoside hydrolase family 3 protein		3.2.1.21
MYCTH_2302511	Glutamine amidotransferases class-II(ADE4)	ADE4	2.4.2.14
MYCTH_2302517	Alpha-trehalose glucohydrolase(NTH1)	NTH1	3.2.1.28
MYCTH_2302520	Protein of unknown function (DUF3405)		
MYCTH_2302526	POT family	PTR2	
MYCTH_2302529			
MYCTH_2302538	Glycosyl transferase family group 2		
MYCTH_2302541	Acyl-CoA dehydrogenase, middle domain		
MYCTH_2302542	Helicase-associated putative binding domain, C-terminal	RAD26	
MYCTH_2302552	cytochrome P450	DIT2	
MYCTH_2302555			
MYCTH_2302556	Phytanoyl-CoA dioxygenase (PhyH)		
MYCTH_2302558	Pfam:RRM_6	HRP1	
MYCTH_2302563	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.(GYP1)	GYP1	
MYCTH_2302569	Flavoprotein	CAB3	2.3.1.47,4.1.1.36
MYCTH_2302571	C-x8-c-x5-c-x3-h type zinc finger protein		
MYCTH_2302578	Belongs to the STXBP unc-18 SEC1 family(SLY1)	SLY1	
MYCTH_2302583	Chitin synthase(CHS2)	CHS1	2.4.1.16
MYCTH_2302591	Belongs to the actin family(ARP1)	ACT1	
MYCTH_2302605			
MYCTH_2302609	Forkhead associated domain		
MYCTH_2302619			
MYCTH_2302623	Belongs to the aconitase IPM isomerase family(ACO2)	ACO2	
MYCTH_2302625	Rad52/22 family double-strand break repair protein(RAD52)	RAD52	
MYCTH_2302626	Involved in ubiquitin-mediated protein degradation. Regulatory factor in the ubiquitin proteasome pathway that controls the turnover of proteasome substrates. Targets proteasomes to the nucleus and facilitates the degradation of nuclear proteins(STS1)	STS1	
MYCTH_2302628	Pfam:RRM_6(NOP13)	NOP13	
MYCTH_2302632	Ig-like domain from next to BRCA1 gene		
MYCTH_2302633	Uncharacterised protein family UPF0052	YNL011C	
MYCTH_2302635	Uncharacterised protein family UPF0052	YNL011C	
MYCTH_2302641	Belongs to the peptidase A1 family	PEP4	
MYCTH_2302644	Amino-transferase class IV(ABZ2)	ABZ2	4.1.3.38
MYCTH_2302646	Tetratricopeptide repeat(TOM70)	TOM70	
MYCTH_2302649	Syntaxin	SSO1	
MYCTH_2302653	Brix(IMP4)	IMP4	
MYCTH_2302657	AhpC/TSA antioxidant enzyme		
MYCTH_2302660	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family	BAT1	2.6.1.42
MYCTH_2302666	Cytidylyltransferase-like(MUQ1)	ECT1	2.7.7.14
MYCTH_2302672	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase		
MYCTH_2302675	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)	ERV41	
MYCTH_2302688	2OG-Fe(II) oxygenase superfamily		
MYCTH_2302690	ABC1 family	YLR253W	
MYCTH_2302694	Kinase-related protein	YFH7	
MYCTH_2302697			
MYCTH_2302698	PRELI-like family(UPS2)	UPS2	
MYCTH_2302700	Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)(MAP2)	MAP2	3.4.11.18
MYCTH_2302705	Eukaryotic porin(POR1)	POR1	
MYCTH_2302711	Aluminium induced protein(ASN1)	ASN2	6.3.5.4
MYCTH_2302719	Belongs to the ubiquitin-conjugating enzyme family(hus5)	UBC9	
MYCTH_2302721	Pex19 protein family(PEX19)	PEX19	
MYCTH_2302725			
MYCTH_2302726	Formyl transferase(FMT1)	FMT1	2.1.2.9
MYCTH_2302731	stf2-like protein	STF2	
MYCTH_2302736	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Electrons are transferred to the Fe-S cluster from NADPH via the FAD- and FMN-containing protein TAH18. Has anti-apoptotic effects in the cell. Involved in negative control of H(2)O(2)-induced cell death(DRE2)	DRE2	
MYCTH_2302738	Belongs to the peptidase S10 family(KEX1)	KEX1	3.4.16.6
MYCTH_2302739	Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor(URA1)	URA1	1.3.98.1
MYCTH_2302745	permease		
MYCTH_2302748	Major Facilitator Superfamily	VBA1	
MYCTH_2302752	Amidohydrolase(URA4)	URA4	3.5.2.3
MYCTH_2302755	spindle pole body component(SPC98)	SPC98	
MYCTH_2302759	Transcriptional regulator of RNA polII, SAGA, subunit	HFI1	
MYCTH_2302763	Protein tyrosine kinase(SWE1)	SWE1	2.7.11.1
MYCTH_2302765	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors		
MYCTH_2302767	chromatin binding		
MYCTH_2302768	cell wall biogenesis protein mhp1(MHP1)	MHP1	
MYCTH_2302773	Haloacid dehalogenase-like hydrolase		3.3.2.9
MYCTH_2302775	Belongs to the MCM family(MCM2)	MCM2	3.6.4.12
MYCTH_2302776	Putative zinc finger in N-recognin (UBR box)		2.3.2.27
MYCTH_2302779	Autophagy-related protein 2 CAD motif(ATG2)	ATG2	
MYCTH_2302780	Flavin containing amine oxidoreductase	FMS1	
MYCTH_2302782	Acyl-CoA dehydrogenase, C-terminal domain	CYB5	
MYCTH_2302784			
MYCTH_2302789	DNA repair protein endonuclease SAE2/CtIP C-terminus		
MYCTH_2302790	Belongs to the peptidase C19 family	UBP3	3.4.19.12
MYCTH_2302792	rna exonuclease(REX3)	REX3	
MYCTH_2302794	prohibitin homologues(PHB1)	PHB1	
MYCTH_2302797	UcrQ family(QCR8)	QCR8	
MYCTH_2302800	catalytic domain of ctd-like phosphatases(NEM1)	NEM1	3.1.3.16
MYCTH_2302804	Protein of unknown function (DUF1761)		
MYCTH_2302808	Belongs to the eIF-2B alpha beta delta subunits family(GCD7)	GCD7	
MYCTH_2302809	Domain of unknown function (DUF4646)		
MYCTH_2302811	Belongs to the short-chain dehydrogenases reductases (SDR) family	FOX2	
MYCTH_2302812	Essential protein Yae1, N terminal	YNL260C	
MYCTH_2302815	nadh-ubiquinone oxidoreductase		
MYCTH_2302818			
MYCTH_2302824	Anp1	ANP1	
MYCTH_2302825	endonuclease III(MAG1)	MAG1	3.2.2.21
MYCTH_2302831	Helicase associated domain (HA2)  Add an annotation	PRP2	3.6.4.13
MYCTH_2302839	zinc finger		
MYCTH_2302851			
MYCTH_2302852	DnaJ central domain(SCJ1)	SCJ1	
MYCTH_2302854	Methyltransferase domain		
MYCTH_2302856	Zinc knuckle		
MYCTH_2302858			
MYCTH_2302859	Aldo/keto reductase family	YPL088W	
MYCTH_2302868	Vacuolar segregation subunit 7(VAC7)	VAC7	
MYCTH_2302869			
MYCTH_2302870	M protein, serotype 2 precursor		
MYCTH_2302880			
MYCTH_2302881	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family(DIM1)	DIM1	2.1.1.183
MYCTH_2302894	MIZ/SP-RING zinc finger		
MYCTH_2302897	UTP15 C terminal(utp15)	UTP15	
MYCTH_2302899	Mitogen-activated protein kinase(tmk2)	SLT2	2.7.11.24
MYCTH_2302901	Low molecular weight phosphatase family(stp1)	LTP1	3.1.3.2,3.1.3.48
MYCTH_2302907	Belongs to the peptidase T1A family(SCL1)	SCL1	3.4.25.1
MYCTH_2302915	Putative transmembrane family 234		
MYCTH_2302919	Protein kinase C conserved region 2 (CalB)		
MYCTH_2302923			
MYCTH_2302925			
MYCTH_2302926			
MYCTH_2302928	Capsule polysaccharide biosynthesis protein	YBR096W	
MYCTH_2302930	Thioesterase superfamily		
MYCTH_2302932	Choline/ethanolamine kinase		
MYCTH_2302935	peptidyl-serine phosphorylation(CSNK1G2)	YCK2	2.7.11.1
MYCTH_2302937	Nicotianamine synthase protein		2.5.1.43
MYCTH_2302938	2OG-Fe(II) oxygenase superfamily		2.1.1.229
MYCTH_2302939	Bacterial transferase hexapeptide (six repeats)		
MYCTH_2302941	Rhodanese Homology Domain	ARR2	
MYCTH_2302949	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	STL1	
MYCTH_2302957			
MYCTH_2302958	Sugar (and other) transporter	HXT15	
MYCTH_2302962	F-box domain-containing protein		
MYCTH_2302964	KilA-N domain(MBP1)	MBP1	
MYCTH_2302967			
MYCTH_2302969			
MYCTH_2302975	Aldo/keto reductase family	YPL088W	
MYCTH_2302978			
MYCTH_2302980	Phosphorylase superfamily		
MYCTH_2302986	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)		
MYCTH_2302989	deaminase		
MYCTH_2302990			
MYCTH_2302991			
MYCTH_2302997	Protein tyrosine kinase	RAD53	
MYCTH_2303000	Vacuolar protein sorting-associated protein 62(VPS62)	TDA6	
MYCTH_2303001	TFIIIC subunit		
MYCTH_2303002	Belongs to the HisA HisF family(HIS7)	HIS7	3.5.4.12
MYCTH_2303011	Belongs to the peptidase S8 family	PRB1	
MYCTH_2303014			
MYCTH_2303015			
MYCTH_2303016	mannose-6-phosphate isomerase(PMI1)	PMI40	5.3.1.8
MYCTH_2303019	Belongs to the small GTPase superfamily. Arf family	ARF3	
MYCTH_2303023	Serine/Threonine protein kinases, catalytic domain(SSN3)	SSN3	2.7.11.22,2.7.11.23
MYCTH_2303024	Belongs to the actin family(ARP2)	ARP2	
MYCTH_2303031	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	RPA43	
MYCTH_2303033			
MYCTH_2303034			
MYCTH_2303035	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD(cyp6)	CPR1	5.2.1.8
MYCTH_2303040	Belongs to the eukaryotic ribosomal protein eS24 family	RPS24B	
MYCTH_2303043	GTP cyclohydrolase II(RIB1)	RIB1	3.5.4.25
MYCTH_2303045	Belongs to the glycosyl hydrolase family 6		3.2.1.91
MYCTH_2303046			
MYCTH_2303048	Alpha beta hydrolase		
MYCTH_2303060	Phosphotransferase enzyme family		
MYCTH_2303063			
MYCTH_2303064			
MYCTH_2303065	Alpha-amylase domain	IMA5	3.2.1.10,3.2.1.20
MYCTH_2303067	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	YPR196W	
MYCTH_2303068	Predicted membrane protein (DUF2306)		
MYCTH_2303088	Belongs to the peroxidase family. Peroxidase catalase subfamily(katG)	CCP1	1.11.1.21
MYCTH_2303089	Alpha-amylase domain	IMA5	3.2.1.10
MYCTH_2303090	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	MAL31	
MYCTH_2303093	Belongs to the 5'-nucleotidase family		3.1.3.5
MYCTH_2303108			
MYCTH_2303110			
MYCTH_2303111	Major Facilitator Superfamily	YOR378W	
MYCTH_2303112			
MYCTH_2303121	Cyclin	PCL7	
MYCTH_2303122	Arrestin (or S-antigen), C-terminal domain	ALY1	
MYCTH_2303125	aldo-keto reductase	YPR127W	
