Gene	Description	Symbol	EC
ANI_1_2850014	Isocitrate dehydrogenase family protein		
ANI_1_2850024	Belongs to the ubiquitin-conjugating enzyme family		2.3.2.24
ANI_1_2852024	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region		
ANI_1_2854014	Major Facilitator Superfamily		
ANI_1_2854024	MFS transporter		
ANI_1_2856014	MFS transporter		
ANI_1_2856024	fructosyl amine oxygen oxidoreductase		1.5.3.1,1.5.3.7
ANI_1_2858014			
ANI_1_2858024	Extracellular serine-threonine rich protein		
ANI_1_2860014			
ANI_1_2860024			
ANI_1_286014	DNA-directed RNA polymerases i, ii, and iii 145 kDa polypeptide(RPB8)		
ANI_1_286034	Belongs to the cytochrome P450 family		
ANI_1_286044	Alpha/beta hydrolase family		
ANI_1_286074	C2H2 transcription factor(SUR1)		
ANI_1_286094	RNP domain protein		
ANI_1_286104	L-PSP endoribonuclease family protein		
ANI_1_286114	Major Facilitator Superfamily		
ANI_1_286124	Belongs to the mitochondrial carrier (TC 2.A.29) family		
ANI_1_286154	to Saccharomyces cerevisiae MID1 (YNL291C)(MID1)		
ANI_1_2862014	Calponin homology domain protein(SCP1)		
ANI_1_2862024	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall		
ANI_1_2864014			
ANI_1_2864024	Protein kinase domain-containing protein		
ANI_1_2866014	Belongs to the multicopper oxidase family(FET3)		
ANI_1_2866024			
ANI_1_2868014	Encoded by		
ANI_1_2868024	AT DNA binding protein		
ANI_1_2870014	unfolded protein response(ORM1)		
ANI_1_2870024	Function tto1 can transpose autonomously through reverse transcription		
ANI_1_2872014	HAD superfamily hydrolase		
ANI_1_2872024	XPG I-region		
ANI_1_2874014			
ANI_1_2874024			
ANI_1_2876014	metallo-beta-lactamase		
ANI_1_2876024	Rho-like small GTPase		
ANI_1_2878014			
ANI_1_2878024	GMC oxidoreductase		1.1.99.18
ANI_1_2880024	RNA polymerase III		
ANI_1_288014	PAXNEB protein superfamily(ELP4)		
ANI_1_288024	tryptophan synthase		4.2.1.20
ANI_1_288044	Glycan biosynthesis protein (PigL)		3.5.1.89
ANI_1_288074			
ANI_1_288114	Fungal specific transcription factor domain		
ANI_1_288134	ribosomal protein L14		
ANI_1_288154	CorA family metal ion transporter		
ANI_1_288164	Eukaryotic translation initation factor eIF1a-like protein		
ANI_1_2882014	Involved in protein N-glycosylation. Essential for the second step of the dolichol-linked oligosaccharide pathway(ALG13)		2.4.1.141
ANI_1_2882024	RNA polymerase III		
ANI_1_2884014	C-x8-c-x5-c-x3-h type zinc finger protein		
ANI_1_2884024			
ANI_1_2886014	Chromatin remodeling complex subunit (Chd3)		
ANI_1_2886024	Kinetochore complex Sim4 subunit Fta1		
ANI_1_2888014	RNA methyltransferase, TrmH family		2.1.1.185
ANI_1_2888024	Sulfate transporter		
ANI_1_2890014	integral membrane family protein		
ANI_1_2890024	Translation initiation factor 2(tif211)		
ANI_1_2892014	acetolactate synthase(ILV2)		2.2.1.6
ANI_1_2892024	Cytochrome P450		
ANI_1_2894014	Thiopurine S-methyltransferase (TPMT)		2.1.1.165
ANI_1_2894024	polyketide synthase		
ANI_1_2896014			
ANI_1_2896024	protein localization to T-tubule		
ANI_1_2898014			
ANI_1_2898024	Vacuolar segregation protein (Pep7)(PEP7)		
ANI_1_2900014	C2H2 finger domain protein		
ANI_1_2900024	Cation-transporting atpase(SPF1)		3.6.3.8
ANI_1_290014			
ANI_1_290024	RING-like zinc finger		2.3.2.27
ANI_1_290044	Glycosyl transferase		
ANI_1_290104	Glutamine-serine-proline rich protein		
ANI_1_290114	Belongs to the peptidase A1 family		
ANI_1_290134	Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting. The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum. Egd2 may also be involved in transcription regulation (By similarity)(EGD2)		
ANI_1_290144	zinc finger		
ANI_1_290154	Homoserine kinase(THR1)		2.7.1.39
ANI_1_290164	Protein kinase c(PKC1)		2.7.11.13
ANI_1_290184	UBX domain protein		
ANI_1_2902014	Flavin reductase like domain		
ANI_1_2902024			
ANI_1_2904014	WSC domain protein(wsc1)		
ANI_1_2904024	amino acid		
ANI_1_2906014	Protein of unknown function, DUF604		
ANI_1_2906024	Sexual development transcription factor NsdD		
ANI_1_2908014	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_2908024			
ANI_1_2910014	NAD(P)H-binding		
ANI_1_2910024	transhydrogenase		1.6.1.2
ANI_1_2912014	Major Facilitator Superfamily		
ANI_1_2912024			
ANI_1_2914014	Transcription factor		
ANI_1_2916014			
ANI_1_2916024	gamma-Tubulin ring complex non-core subunit mod21		
ANI_1_2918024	MFS multidrug transporter(NAG4)		
ANI_1_2920014	Long chain fatty alcohol oxidase		
ANI_1_2920024	Fumarylacetoacetase N-terminal		3.7.1.2
ANI_1_292014	Constitutes one of the two catalytic subunit of the tRNA-splicing endonuclease complex, a complex responsible for identification and cleavage of the splice sites in pre-tRNA. It cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3'-cyclic phosphate and 5'-OH termini. There are no conserved sequences at the splice sites, but the intron is invariably located at the same site in the gene, placing the splice sites an invariant distance from the constant structural features of the tRNA body(SEN34)		3.1.27.9
ANI_1_292024	Has a role in mitochondrial fission(FIS1)		
ANI_1_292044	Glycosyl transferase		2.4.1.232
ANI_1_292064	RSC complex subunit (RSC8)(ssr2)		
ANI_1_292104			
ANI_1_292134	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements(ATP7)		
ANI_1_292154	Microsomal signal peptidase		
ANI_1_292184	Integral ER membrane protein Scs2(SCS2)		
ANI_1_2922014	btb poz domain-containing protein		
ANI_1_2922024			
ANI_1_2924014	Choline transport protein		
ANI_1_2924024	GDP-mannose 4,6 dehydratase		
ANI_1_2926014	3-hydroxyacyl-CoA dehydrogenase NAD binding domain family protein		
ANI_1_2926024	Fungal specific transcription factor domain		
ANI_1_2928014	Protein kinase domain		
ANI_1_2928024			
ANI_1_2930014	Protein kinase domain		
ANI_1_2930024			
ANI_1_2932014	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family		1.1.1.28
ANI_1_2932024	Putative lipopolysaccharide-modifying enzyme.		
ANI_1_2934014	Glycosyl transferases group 1		
ANI_1_2934024	)transporter		
ANI_1_2936014	Udp-glucose		1.1.1.22
ANI_1_2936024	Protein kinase domain		
ANI_1_2938014	Sin3-associated polypeptide Sap18		
ANI_1_2940014	Protein kinase domain		
ANI_1_2940024	Thioesterase domain		
ANI_1_294014	Ribonuclease P complex subunit Pop4		3.1.26.5
ANI_1_294044	Catalytic activity 4 benzenediol O2 4 benzosemiquinone 2 H2O		
ANI_1_294064	Glutathione S-transferase, C-terminal domain		2.5.1.18
ANI_1_294154	Ubiquitin ligase subunit HrtA(HRT1)		2.3.2.32
ANI_1_294184	Sphingolipid desaturase(DES1)		1.14.18.5,1.14.19.17
ANI_1_2942014	negative regulation of cell growth		
ANI_1_2942024	CAIB BAIF family enzyme		
ANI_1_2944014			
ANI_1_2944024	Kynurenine aminotransferase(BNA3)		2.6.1.7
ANI_1_2946014	Phosphatidylinositol UDP-GlcNAc transferase subunit PIG-A(SPT14)		2.4.1.198
ANI_1_2946024	Monocarboxylate		
ANI_1_2948014	2-methylcitrate dehydratase (PrpD)		
ANI_1_2948024	20S cyclosome subunit (Cut9 Cdc16)(cut9)		
ANI_1_2950014	citrate synthase		
ANI_1_2950024	Belongs to the PI3 PI4-kinase family(TRA1)		
ANI_1_2952014	MmgE/PrpD family		4.1.1.6
ANI_1_2952024	RNA polymerase III transcription factor(TFC1)		
ANI_1_2954014			
ANI_1_2954024			
ANI_1_2956014	Transporter		
ANI_1_2956024	Arylsulfotransferase (ASST)		
ANI_1_2958014	Cystathionine gamma-synthase(STR2)		2.5.1.48
ANI_1_2958024			
ANI_1_2960024	DNA ligase N terminus		6.5.1.1
ANI_1_296044			
ANI_1_296054	Sugar (and other) transporter(HXT4)		
ANI_1_296074	Belongs to the short-chain dehydrogenases reductases (SDR) family		
ANI_1_296084	Histone methyltransferase that specifically methylates histone H3 to form H3K79me. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histones(DOT1)		2.1.1.43
ANI_1_296134			
ANI_1_296154	Proline-rich nuclear receptor coactivator motif		
ANI_1_296164	Small nuclear ribonucleoprotein		
ANI_1_296184	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)(MAP2)		3.4.11.18
ANI_1_2962014	Transcription factor		
ANI_1_2962024	Catabolite degradation protein		
ANI_1_2964014	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family		
ANI_1_2964024	Uncharacterized protein conserved in bacteria (DUF2236)		
ANI_1_2966014	Protein kinase (Lkh1)(LKH1)		2.7.12.1
ANI_1_2966024	Hydrolase, carbon-nitrogen family		
ANI_1_2968014	Uncharacterized conserved protein (DUF2293)		
ANI_1_2968024	Alpha beta hydrolase		
ANI_1_2970024	Peroxidase, family 2		
ANI_1_2972024	endo-1,3(4)-beta-glucanase		
ANI_1_2974014	oxidoreductase activity		
ANI_1_2974024			
ANI_1_2976014			
ANI_1_2976024			
ANI_1_2980014			
ANI_1_2980024	Belongs to the short-chain dehydrogenases reductases (SDR) family		
ANI_1_298024	SNF2 family helicase ATPase		2.7.1.67
ANI_1_298034	RING finger ubiquitin ligase (Tul1)		
ANI_1_298064	FAD binding domain		
ANI_1_298094	inner membrane translocase subunit tim-17(TIM17)		
ANI_1_298114	F-box domain protein		
ANI_1_298134	Belongs to the aldehyde dehydrogenase family(MSC7)		
ANI_1_298144	Antiviral protein (Ski3)(SKI3)		
ANI_1_298154	1,3-beta-glucan biosynthesis protein(SMI1)		
ANI_1_298164	Vacuolar ATP synthase subunit d(VMA8)		
ANI_1_298184	asparagine synthetase(ASN1)		6.3.5.4
ANI_1_2982014	Spt20 family		
ANI_1_2982024	Transcription factor		
ANI_1_2984014	BrlA, abaA and wetA are pivotal regulators of conidiophore development and conidium maturation. They act individually and together to regulate their own expression and that of numerous other sporulation- specific genes (By similarity). Binds promoters of target genes at brlA response elements (BREs) containing the conserved sequence 5'-(C A)(A G)AGGG(G A)-3' (By similarity)(brlA)		
ANI_1_2984024	cytochrome P450		
ANI_1_2986014	Encoded by		
ANI_1_2986024	Mitochondrial import inner membrane translocase subunit (TIM22)(TIM22)		
ANI_1_2988014	Acetyltransferase (GNAT) domain		
ANI_1_2988024	CHY zinc finger		
ANI_1_2990014	Short chain dehydrogenase family protein		
ANI_1_2990024	MFS multidrug transporter		
ANI_1_2992014			
ANI_1_2992024	iron ion binding		
ANI_1_2994014	dioxygenase		
ANI_1_2994024			
ANI_1_2996014	Mis12 protein		
ANI_1_2996024	UbiA prenyltransferase family		2.5.1.39
ANI_1_2998014	Protein of unknown function (DUF504)		
ANI_1_2998024			
ANI_1_3000014	MIF domain protein		
ANI_1_3000024	amine oxidase		1.4.3.21
ANI_1_300014			
ANI_1_300024	Phosphatidylinositol 4-kinase type II subunit alpha(lsb6)		2.7.1.67
ANI_1_300034	Polyphosphoinositide phosphatase(FIG4)		
ANI_1_300044	Transferase family		
ANI_1_300054	FAD dependent oxidoreductase		
ANI_1_300074	TIM-barrel enzyme family protein		
ANI_1_300094	Transcription factor		
ANI_1_300104	The biological conversion of cellulose to glucose generally requires three types of hydrolytic enzymes (1) Endoglucanases which cut internal beta-1,4-glucosidic bonds(cbhC)		3.2.1.91
ANI_1_300124	stress response protein (Ist2)		
ANI_1_30014	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate		2.8.3.5
ANI_1_300144	Glycosyl hydrolase		
ANI_1_300154	queuosine biosynthetic process		
ANI_1_300164	HAT (Half-A-TPR) repeats(SYF1)		
ANI_1_300184	Belongs to the ubiquitin-conjugating enzyme family(hus5)		
ANI_1_3002014	Cytochrome b5-like Heme/Steroid binding domain		1.5.1.3
ANI_1_3002024	flavin oxidoreductase(OYE32)		1.3.1.42
ANI_1_30024	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport		
ANI_1_3004014	TRNA processing endoribonuclease Trz1		3.1.26.11
ANI_1_3004024	Cytochrome P450		
ANI_1_3006014	Cation transport protein		
ANI_1_3006024			
ANI_1_30074	Uncharacterized conserved protein (DUF2293)		
ANI_1_3008014	Holliday junction DNA helicase ruvB N-terminus		
ANI_1_3008024	Enoyl-(Acyl carrier protein) reductase		
ANI_1_30084	Fungal specific transcription factor domain		
ANI_1_3010014			
ANI_1_30104	NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)		
ANI_1_30114			
ANI_1_3012014	dioxygenase		
ANI_1_3012024	Farnesyl-diphosphate farnesyltransferase(ERG9)		2.5.1.21
ANI_1_3014014			
ANI_1_3014024			
ANI_1_30144			
ANI_1_30154	DUF803 domain membrane protein		
ANI_1_3016014	TIM barrel metal-dependent hydrolase		
ANI_1_3016024	Aminotransferase class I and II		
ANI_1_30174	GTP cyclohydrolase II		
ANI_1_3018014	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_3018024	Belongs to the aconitase IPM isomerase family		4.2.1.3
ANI_1_30184	Amb_all(pelD)		4.2.2.10
ANI_1_3020014			
ANI_1_3020024	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_302014	GMF family		
ANI_1_302024	GATA transcription factor(GZF3)		
ANI_1_302034	Belongs to the TrkH potassium transport family(TRK1)		
ANI_1_302074	Adenosylhomocysteinase(SAH1)		3.3.1.1
ANI_1_302084	Gamma-tubulin complex component GCP6		
ANI_1_302114	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain		
ANI_1_302124			
ANI_1_302134	belongs to the purine pyrimidine phosphoribosyltransferase family(ADE4)		2.4.2.14
ANI_1_302144	Nuclear import and export protein Msn5(MSN5)		
ANI_1_302154	GDP-mannose transporter(VRG4)		
ANI_1_302164	guanine nucleotide exchange factor(GEA2)		
ANI_1_3022014	NmrA-like family		
ANI_1_3022024	DUF453 domain protein		
ANI_1_3024014	kinase kinase(wis1)		2.7.12.2
ANI_1_3024024	Fungal specific transcription factor domain		
ANI_1_3026014	Belongs to the multicopper oxidase family		
ANI_1_3026024	Amidohydrolase		
ANI_1_3028014	Phosphoesterase family		3.1.4.3
ANI_1_3028024	Belongs to the mitochondrial carrier (TC 2.A.29) family		
ANI_1_3030014	Acetyltransferase (GNAT) domain		
ANI_1_3030024	oligopeptide transporter		
ANI_1_3032014			
ANI_1_3032024	NAD(P)H-binding		
ANI_1_3034014	FAD binding domain		
ANI_1_3034024	Glutathione-dependent formaldehyde-activating enzyme		
ANI_1_3036014			
ANI_1_3036024			
ANI_1_3038014	Protein tyrosine kinase		
ANI_1_3038024	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_3040014	integral membrane protein		
ANI_1_3040024	C6 zinc finger domain-containing protein		
ANI_1_304024	MFS transporter		
ANI_1_304074	Phytanoyl-CoA dioxygenase (PhyH)		1.14.11.18
ANI_1_304084	Involucrin repeat protein		
ANI_1_304124	Methionine biosynthesis protein MetW		
ANI_1_304144	NADH-ubiquinone oxidoreductase subunit GRIM-19		
ANI_1_304154	Domain of unknown function (DUF2431)		2.1.1.313
ANI_1_304164	Rho guanyl nucleotide exchange factor		
ANI_1_304184	AMP-binding enzyme		6.2.1.8
ANI_1_3042014			
ANI_1_3042024			
ANI_1_3044014			
ANI_1_3044024	phospholipase C		
ANI_1_3046014	fungal specific transcription factor		
ANI_1_3046024	Spherulation-specific family 4		
ANI_1_3048014	L-lysine 6-monooxygenase (NADPH-requiring)		1.14.13.22
ANI_1_3048024	extracellular serine-rich protein		
ANI_1_3050014	Sugar (and other) transporter		
ANI_1_3050024	Glycosyl transferase		
ANI_1_3052014			
ANI_1_3052024	Type IV dipeptidyl-peptidase which removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N- termini provided that the penultimate residue is proline(DAPB)		
ANI_1_3054014			
ANI_1_3056014			
ANI_1_3056024	PX domain protein		
ANI_1_3058014	Fungal specific transcription factor domain		
ANI_1_3058024	GRF zinc finger		
ANI_1_3060014	NmrA-like family		
ANI_1_3060024	Fungal specific transcription factor domain		
ANI_1_306014	RAS small monomeric GTPase RasA(ras1)		
ANI_1_306034			
ANI_1_306084	Phosphoethanolamine N-methyltransferase(GPI13)		
ANI_1_306094	Homogentisate 12-dioxygenase		1.13.11.5
ANI_1_306114			
ANI_1_306124			
ANI_1_306134	2-methylcitrate dehydratase(PDH1)		4.2.1.79
ANI_1_306154	Involved in the proteasome-dependent degradation of fructose-1,6-bisphosphatase(FYV10)		
ANI_1_306184	Amino acid transporter		
ANI_1_3062014	NADH-dependent flavin oxidoreductase(OYE32)		1.3.1.42
ANI_1_3062024	Catechol dioxygenase N terminus		
ANI_1_3064014	MYND finger		
ANI_1_3064024	GMC oxidoreductase		1.1.99.1
ANI_1_3066014			
ANI_1_3066024	Aconitate hydratase		
ANI_1_3068014			
ANI_1_3068024	Involved in the biogenesis of the 60S ribosomal subunit. May play a part in the quality control of pre-60S particles (By similarity)(NSA2)		
ANI_1_3070014			
ANI_1_3070024	Checkpoint protein kinase		2.7.12.1
ANI_1_3072014	UDP-galactose 4-epimerase		
ANI_1_3074014	Major Facilitator Superfamily		
ANI_1_3074024	PWI domain mRNA processing protein		
ANI_1_3076014			
ANI_1_3078014	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
ANI_1_3078024			
ANI_1_3080024			
ANI_1_308034	Phosphoesterase(DCR2)		
ANI_1_308044	Glycosyl hydrolases family 2, TIM barrel domain		
ANI_1_308064			
ANI_1_308074	Pre-mRNA splicing factor (Prp31)(PRP31)		
ANI_1_308084	Phosphoethanolamine N-methyltransferase(GPI13)		
ANI_1_308124	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family		
ANI_1_308144	VID27 cytoplasmic protein(vid27)		2.1.1.221
ANI_1_308154	centromere microtubule-binding protein Cbf5(CBF5)		
ANI_1_3084014	Domain of unknown function (DUF4976)		
ANI_1_3084024			
ANI_1_3086014	oxidoreductase activity		1.3.1.3
ANI_1_3086024	Glutathione S-transferase(URE2)		2.5.1.18
ANI_1_3088014	transporter		
ANI_1_3088024	Protein of unknown function (DUF2841)		
ANI_1_3090014	Belongs to the tannase family		
ANI_1_3090024	Glycosyl hydrolase family 79 C-terminal beta domain		
ANI_1_3092014			
ANI_1_3092024	Structural maintenance of chromosomes protein(SMC1)		
ANI_1_3094014	Encoded by		
ANI_1_3094024			
ANI_1_3096014	Fungal specific transcription factor domain		
ANI_1_3096024	Cell cycle regulatory protein (Srw1)(CDH1)		
ANI_1_3098014	Protein of unknown function (DUF3237)		
ANI_1_3098024	Fungal domain of unknown function (DUF1746)		
ANI_1_3100014	Formyltetrahydrofolate deformylase		3.5.1.10
ANI_1_3100024	ATP-dependent Clp protease, proteolytic subunit		3.4.21.92
ANI_1_310014	Belongs to the short-chain dehydrogenases reductases (SDR) family		1.1.1.381
ANI_1_310034	oxidoreductase activity		
ANI_1_310054	Endoribonuclease L-PSP		
ANI_1_310094	4-hydroxyphenylpyruvate dioxygenase(TCRP)		1.13.11.27
ANI_1_310154	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins		
ANI_1_310184	Hydrolase, TatD family protein(pi038)		
ANI_1_3102014	Belongs to the glycosyl hydrolase 5 (cellulase A) family		3.2.1.4
ANI_1_3102024			
ANI_1_3104014	integral membrane protein		
ANI_1_3104024	4-nitrophenylphosphatase(PHO13)		3.1.3.41
ANI_1_3106014	Flavodoxin and radical SAM domain protein(YPO7)		4.1.3.44
ANI_1_3106024	tRNA dihydrouridine synthase (Smm1)(dus2)		1.3.1.91
ANI_1_3108024	SNF2 family helicase ATPase(FUN30)		3.6.4.12
ANI_1_3110024	Sucrose transporter		
ANI_1_3112014	Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family		3.4.13.19
ANI_1_3112024	MFS drug transporter		
ANI_1_3114014	transmembrane receptor protein tyrosine kinase activity(kin-16)		2.7.10.1
ANI_1_3114024	Calcium binding modulator protein (Alg2)		
ANI_1_3116014	Major Facilitator Superfamily		
ANI_1_3116024	Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides		
ANI_1_3120014	Nudix domain protein		
ANI_1_3120024			
ANI_1_312034			
ANI_1_312044	Involved in maceration and soft-rotting of plant tissue. Hydrolyzes the 1,4-alpha glycosidic bonds of de-esterified pectate in the smooth region of the plant cell wall		3.2.1.15
ANI_1_312064	GPI maturation protein (Bst1)(BST1)		
ANI_1_312074			
ANI_1_312114	Enoyl-(Acyl carrier protein) reductase		
ANI_1_312144	epoxide hydrolase		3.3.2.9
ANI_1_312154	peptide chain release factor(ERF1)		
ANI_1_312184	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation		
ANI_1_3122014	hydrolase activity, acting on ester bonds		
ANI_1_3122024	Altered inheritance of mitochondria protein 24, mitochondrial		
ANI_1_3124014	Phenol 2-monooxygenase		1.14.13.7
ANI_1_3124024	Ankyrin repeats (many copies)		
ANI_1_3126014	Nonsense-mediated mRNA decay protein Upf3		
ANI_1_3126024			
ANI_1_3130014	HNH endonuclease		
ANI_1_3130024	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(TIF34)		
ANI_1_3132014			
ANI_1_3132024	C1 tetrahydrofolate synthase(ADE3)		1.5.1.5,3.5.4.9,6.3.4.3
ANI_1_3134014	Mitochondrial matrix Mmp37(TAM41)		
ANI_1_3136014	Histidinol-phosphate aminotransferase(HIS5)		2.6.1.9
ANI_1_3136024	Belongs to the isocitrate and isopropylmalate dehydrogenases family(IDP1)		1.1.1.42
ANI_1_3138014	Integral membrane protein		
ANI_1_3138024	integral membrane protein		
ANI_1_3140014	endo-1,3(4)-beta-glucanase		
ANI_1_314014	Transcription factor(SFU1)		
ANI_1_314094	cytochrome P450(ERG11)		1.14.13.70
ANI_1_314144	Enoyl-(Acyl carrier protein) reductase		
ANI_1_314154	Chorismate mutase prephenate dehydratase(PHA2)		4.2.1.51
ANI_1_314164			
ANI_1_314184	Belongs to the peptidase A1 family(CTSD)		3.4.23.25,3.4.23.5
ANI_1_3142014			
ANI_1_3142024	Specific in hydrolyzing the terminal glycosidic bond of polygalacturonic acid and oligogalacturonates(pgxC)		3.2.1.67
ANI_1_3144014	Protein kinase domain		
ANI_1_3144024			
ANI_1_3146014	TPR domain protein		
ANI_1_3146024	Protein kinase domain-containing protein		
ANI_1_3148014	Glycosyltransferase like family 2		
ANI_1_3148024	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family		
ANI_1_3150024	Endosome-associated ubiquitin isopeptidase (AmsH)		3.4.19.12
ANI_1_3152024	Alpha beta hydrolase		
ANI_1_3154014			
ANI_1_3154024			
ANI_1_3156014	Carbon-nitrogen hydrolase		
ANI_1_3156024	Pectin methylesterase		3.1.1.11
ANI_1_3158014	2Fe-2S iron-sulfur cluster binding domain		
ANI_1_3158024	Plasma membrane		3.6.3.6
ANI_1_3160014	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_3160024	Metallo-beta-lactamase superfamily protein		2.5.1.105
ANI_1_316014	COPI-coated vesicle protein		
ANI_1_316024	Chitin synthase		2.4.1.16
ANI_1_316084	Domain of unknown function (DUF202)		
ANI_1_316094	Protein of unknown function (DUF3295)		
ANI_1_316104	c6 transcription factor		
ANI_1_316144	Proteasome regulatory particle subunit (RpnL)(RPN12)		
ANI_1_316154	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity		
ANI_1_316184	L-lactate dehydrogenase		
ANI_1_3162014	Transferase family		2.3.1.133
ANI_1_3162024	Cytochrome c oxidase copper chaperone(COX17)		
ANI_1_3164014	Monocarboxylate		
ANI_1_3164024			
ANI_1_3166014	DUF614 domain protein		
ANI_1_3166024	Gamma-glutamyltranspeptidase		2.3.2.2,3.4.19.13
ANI_1_3168014	Nucleoside-diphosphate-sugar epimerase		
ANI_1_3168024	Diaminopropionate ammonia-lyase		3.5.1.16,4.3.1.15
ANI_1_3170014			
ANI_1_3172014			
ANI_1_3172024	Fumarylacetoacetate (FAA) hydrolase family		
ANI_1_3174014	TGF beta receptor associated protein 1		
ANI_1_3174024	gentisate		1.13.11.4
ANI_1_3176014	Fasciclin domain family		
ANI_1_3176024	Glutathione-dependent formaldehyde-activating enzyme		
ANI_1_3178014	UBX domain protein(ucp10)		
ANI_1_3178024	Alcohol dehydrogenase GroES-like domain		
ANI_1_3180024	Transcription factor		
ANI_1_318014			
ANI_1_318044	Transcription factor		
ANI_1_318074	Pyridoxal reductase (AKR8)		1.1.1.65
ANI_1_318134	glutamine synthetase		6.3.1.2
ANI_1_318184	Acyl-CoA thioester hydrolase		
ANI_1_3182014	GAT domain		
ANI_1_3182024			
ANI_1_3184014	Lytic polysaccharide mono-oxygenase, cellulose-degrading		
ANI_1_3184024			
ANI_1_3186014	Oxidoreductase, short-chain dehydrogenase reductase family		
ANI_1_3188014	radicals which are normally produced within the cells and which are toxic to biological systems(sodB)		1.15.1.1
ANI_1_3188024	Fungal trichothecene efflux pump (TRI12)		
ANI_1_3190014			
ANI_1_3190024			
ANI_1_3192014	Required for mitochondrial cytochrome c oxidase (COX) assembly and respiration		
ANI_1_3194014	Fibronectin type III domain protein		
ANI_1_3194024	Rieske [2Fe-2S] domain		
ANI_1_3196014	Adds a GMP to the 5'-end of tRNA(His) after transcription and RNase P cleavage(THG1)		2.7.7.79
ANI_1_3196024	Sugar (and other) transporter		
ANI_1_3198014	ribosome biogenesis		
ANI_1_3198024	amp-dependent synthetase ligase		
ANI_1_3200014	Methyltransferase that performs auto-methylation (By similarity). No other methyl-accepting substrate has been identified yet (By similarity). Component of the velvet transcription factor complex that acts as a global regulator for secondary metabolite gene expression(laeA)		
ANI_1_3200024	Beta-eliminating lyase		4.1.2.48
ANI_1_320014	D-amino acid oxidase(DAO1)		1.4.3.1,1.4.3.3
ANI_1_320024	dynactin		
ANI_1_320034	3-ketoacyl-acyl carrier protein reductase		1.1.1.100
