Gene	GOID	ONTOLOGY	TERM
NCU05411	GO:0042025	CC	host cell nucleus
NCU05411	GO:0008270	MF	zinc ion binding
NCU05411	GO:0000981	MF	DNA-binding transcription factor activity
NCU05411	GO:0006355	BP	 RNA polymerase II-specific
NCU05411	GO:0003677	MF	regulation of transcription
NCU05411	GO:0005634	CC	 DNA-templated
NCU05411	GO:0006351	BP	DNA binding
NCU05411	GO:0008270	MF	nucleus
NCU05414	GO:0042025	CC	host cell nucleus
NCU05414	GO:0008270	MF	zinc ion binding
NCU05414	GO:0000981	MF	DNA-binding transcription factor activity
NCU05414	GO:0006355	BP	 RNA polymerase II-specific
NCU05418	GO:0008612	BP	peptidyl-lysine modification to peptidyl-hypusine
NCU05419	GO:0016833	MF	oxo-acid-lyase activity
NCU05419	GO:0003824	MF	catalytic activity
NCU05420	GO:0009073	BP	aromatic amino acid family biosynthetic process
NCU05420	GO:0004107	MF	chorismate synthase activity
NCU05422	GO:0006886	BP	intracellular protein transport
NCU05422	GO:0016192	BP	vesicle-mediated transport
NCU05422	GO:0005515	MF	protein binding
NCU05423	GO:0000439	CC	transcription factor TFIIH core complex
NCU05423	GO:0006289	BP	nucleotide-excision repair
NCU05423	GO:0006351	BP	transcription
NCU05425	GO:0030976	MF	thiamine pyrophosphate binding
NCU05425	GO:0006099	BP	tricarboxylic acid cycle
NCU05425	GO:0055114	BP	oxidation-reduction process
NCU05425	GO:0004591	MF	oxoglutarate dehydrogenase (succinyl-transferring) activity
NCU05425	GO:0016624	MF	oxidoreductase activity
NCU05426	GO:0005515	MF	protein binding
NCU05426	GO:0016226	BP	iron-sulfur cluster assembly
NCU05426	GO:0097361	CC	CIA complex
NCU05427	GO:0051082	MF	unfolded protein binding
NCU05427	GO:0006457	BP	protein folding
NCU05427	GO:0005524	MF	ATP binding
NCU05427	GO:0005524	MF	ATP binding
NCU05430	GO:1902600	BP	proton transmembrane transport
NCU05430	GO:0046034	BP	ATP metabolic process
NCU05430	GO:0005524	MF	ATP binding
NCU05430	GO:0015986	BP	ATP synthesis coupled proton transport
NCU05430	GO:0046933	MF	proton-transporting ATP synthase activity
NCU05430	GO:0045261	CC	 rotational mechanism
NCU05433	GO:0006260	BP	DNA replication
NCU05433	GO:0000808	CC	origin recognition complex
NCU05433	GO:0005634	CC	nucleus
NCU05452	GO:0005634	CC	nucleus
NCU05454	GO:0006072	BP	glycerol-3-phosphate metabolic process
NCU05454	GO:0009331	CC	glycerol-3-phosphate dehydrogenase complex
NCU05454	GO:0004368	MF	glycerol-3-phosphate dehydrogenase (quinone) activity
NCU05454	GO:0055114	BP	oxidation-reduction process
NCU05454	GO:0016491	MF	oxidoreductase activity
NCU05454	GO:0055114	BP	oxidation-reduction process
NCU05457	GO:0004129	MF	cytochrome-c oxidase activity
NCU05458	GO:0006974	BP	cellular response to DNA damage stimulus
NCU05458	GO:0031297	BP	replication fork processing
NCU05458	GO:0005634	CC	nucleus
NCU05458	GO:0006281	BP	DNA repair
NCU05459	GO:0005524	MF	ATP binding
NCU05485	GO:0019887	MF	protein kinase regulator activity
NCU05485	GO:0005956	CC	protein kinase CK2 complex
NCU05485	GO:0005956	CC	protein kinase CK2 complex
NCU05485	GO:0019887	MF	protein kinase regulator activity
NCU05488	GO:0003676	MF	nucleic acid binding
NCU05492	GO:0022857	MF	transmembrane transporter activity
NCU05492	GO:0055085	BP	transmembrane transport
NCU05492	GO:0022857	MF	transmembrane transporter activity
NCU05493	GO:0005515	MF	protein binding
NCU05499	GO:0006559	BP	L-phenylalanine catabolic process
NCU05499	GO:0004411	MF	homogentisate 1
NCU05499	GO:0006570	BP	2-dioxygenase activity
NCU05499	GO:0055114	BP	tyrosine metabolic process
NCU05500	GO:0016491	MF	oxidoreductase activity
NCU05500	GO:0055114	BP	oxidation-reduction process
NCU05511	GO:0003824	MF	catalytic activity
NCU05515	GO:0030150	BP	protein import into mitochondrial matrix
NCU05515	GO:0005744	CC	TIM23 mitochondrial import inner membrane translocase complex
NCU05516	GO:0006464	BP	cellular protein modification process
NCU05516	GO:0004077	MF	biotin-[acetyl-CoA-carboxylase] ligase activity
NCU05516	GO:0006464	BP	cellular protein modification process
NCU05517	GO:0003697	MF	single-stranded DNA binding
NCU05517	GO:0000002	BP	mitochondrial genome maintenance
NCU05517	GO:0006281	BP	DNA repair
NCU05517	GO:0000262	CC	mitochondrial chromosome
NCU05518	GO:0048038	MF	quinone binding
NCU05518	GO:0005507	MF	copper ion binding
NCU05518	GO:0008131	MF	primary amine oxidase activity
NCU05518	GO:0055114	BP	oxidation-reduction process
NCU05518	GO:0009308	BP	amine metabolic process
NCU05518	GO:0048038	MF	quinone binding
NCU05518	GO:0008131	MF	primary amine oxidase activity
NCU05518	GO:0005507	MF	copper ion binding
NCU05518	GO:0055114	BP	oxidation-reduction process
NCU05518	GO:0009308	BP	amine metabolic process
NCU05519	GO:0022857	MF	transmembrane transporter activity
NCU05519	GO:0022857	MF	transmembrane transporter activity
NCU05519	GO:0055085	BP	transmembrane transport
NCU05522	GO:0047617	MF	acyl-CoA hydrolase activity
NCU05523	GO:0001671	MF	ATPase activator activity
NCU05523	GO:0000439	CC	transcription factor TFIIH core complex
NCU05523	GO:0006289	BP	nucleotide-excision repair
NCU05536	GO:0003677	MF	DNA binding
NCU05536	GO:0005634	CC	nucleus
NCU05536	GO:0006351	BP	transcription
NCU05536	GO:0008270	MF	 DNA-templated
NCU05536	GO:0042025	CC	zinc ion binding
NCU05536	GO:0008270	MF	host cell nucleus
NCU05536	GO:0000981	MF	zinc ion binding
NCU05536	GO:0006355	BP	DNA-binding transcription factor activity
NCU05536	GO:0019887	MF	 RNA polymerase II-specific
NCU05536	GO:0005956	CC	regulation of transcription
NCU05537	GO:0004334	MF	fumarylacetoacetase activity
NCU05537	GO:0009072	BP	aromatic amino acid family metabolic process
NCU05537	GO:0003824	MF	catalytic activity
NCU05542	GO:0009116	BP	nucleoside metabolic process
NCU05545	GO:0005515	MF	protein binding
NCU05546	GO:0022857	MF	transmembrane transporter activity
NCU05546	GO:0022857	MF	transmembrane transporter activity
NCU05546	GO:0055085	BP	transmembrane transport
NCU05548	GO:0003824	MF	catalytic activity
NCU05548	GO:0009073	BP	aromatic amino acid family biosynthetic process
NCU05548	GO:0003849	MF	3-deoxy-7-phosphoheptulonate synthase activity
NCU05548	GO:0009058	BP	biosynthetic process
NCU05552	GO:0005739	CC	mitochondrion
NCU05553	GO:0043547	BP	positive regulation of GTPase activity
NCU05553	GO:0005096	MF	GTPase activator activity
NCU05554	GO:0005840	CC	ribosome
NCU05554	GO:0003735	MF	structural constituent of ribosome
NCU05554	GO:0006412	BP	translation
NCU05558	GO:0016747	MF	transferase activity
NCU05558	GO:0003824	MF	 transferring acyl groups other than amino-acyl groups
NCU05561	GO:0046872	MF	metal ion binding
NCU05564	GO:0016021	CC	integral component of membrane
NCU05574	GO:0008080	MF	N-acetyltransferase activity
NCU05577	GO:0005975	BP	carbohydrate metabolic process
NCU05577	GO:0004553	MF	hydrolase activity
NCU05580	GO:0022857	MF	transmembrane transporter activity
NCU05580	GO:0022857	MF	transmembrane transporter activity
NCU05580	GO:0055085	BP	transmembrane transport
NCU05582	GO:0006511	BP	ubiquitin-dependent protein catabolic process
NCU05584	GO:0004190	MF	aspartic-type endopeptidase activity
NCU05584	GO:0006508	BP	proteolysis
NCU05584	GO:0005044	MF	scavenger receptor activity
NCU05584	GO:0016020	CC	membrane
NCU05585	GO:0022857	MF	transmembrane transporter activity
NCU05585	GO:0055085	BP	transmembrane transport
NCU05585	GO:0016020	CC	membrane
NCU05585	GO:0022857	MF	transmembrane transporter activity
NCU05585	GO:0016021	CC	integral component of membrane
NCU05585	GO:0022857	MF	transmembrane transporter activity
NCU05585	GO:0055085	BP	transmembrane transport
NCU05586	GO:0016491	MF	oxidoreductase activity
NCU05586	GO:0055114	BP	oxidation-reduction process
NCU05587	GO:0006338	BP	chromatin remodeling
NCU05587	GO:0005634	CC	nucleus
NCU05588	GO:0016779	MF	nucleotidyltransferase activity
NCU05591	GO:0016887	MF	ATPase activity
NCU05591	GO:0005524	MF	ATP binding
NCU05591	GO:0016020	CC	membrane
NCU05591	GO:0016021	CC	integral component of membrane
NCU05591	GO:0055085	BP	transmembrane transport
NCU05591	GO:0042626	MF	ATPase-coupled transmembrane transporter activity
NCU05591	GO:0005524	MF	ATP binding
NCU05593	GO:0019867	CC	outer membrane
NCU05596	GO:0022857	MF	transmembrane transporter activity
NCU05597	GO:0022857	MF	transmembrane transporter activity
NCU05597	GO:0016021	CC	integral component of membrane
NCU05597	GO:0022857	MF	transmembrane transporter activity
NCU05597	GO:0055085	BP	transmembrane transport
NCU05597	GO:0022857	MF	transmembrane transporter activity
NCU05597	GO:0055085	BP	transmembrane transport
NCU05597	GO:0016020	CC	membrane
NCU05598	GO:0030246	MF	carbohydrate binding
NCU05598	GO:0030246	MF	carbohydrate binding
NCU05598	GO:0005975	BP	carbohydrate metabolic process
NCU05598	GO:0016837	MF	carbon-oxygen lyase activity
NCU05598	GO:0005975	BP	 acting on polysaccharides
NCU05598	GO:0016837	MF	carbohydrate metabolic process
NCU05598	GO:0030246	MF	carbon-oxygen lyase activity
NCU05598	GO:0005975	BP	 acting on polysaccharides
NCU05598	GO:0003824	MF	carbohydrate binding
NCU05599	GO:0005840	CC	ribosome
NCU05599	GO:0003735	MF	structural constituent of ribosome
NCU05599	GO:0006412	BP	translation
NCU05601	GO:0004408	MF	holocytochrome-c synthase activity
NCU05601	GO:0005739	CC	mitochondrion
NCU05602	GO:0003676	MF	nucleic acid binding
NCU05604	GO:0005507	MF	copper ion binding
NCU05604	GO:0055114	BP	oxidation-reduction process
NCU05604	GO:0016491	MF	oxidoreductase activity
NCU05604	GO:0005507	MF	copper ion binding
NCU05604	GO:0055114	BP	oxidation-reduction process
NCU05605	GO:0051726	BP	regulation of cell cycle
NCU05606	GO:0006491	BP	N-glycan processing
NCU05607	GO:1902979	BP	mitotic DNA replication termination
NCU05608	GO:0016301	MF	kinase activity
NCU05608	GO:0005515	MF	protein binding
NCU05608	GO:0044877	MF	protein-containing complex binding
NCU05608	GO:0004674	MF	protein serine/threonine kinase activity
NCU05611	GO:0006355	BP	regulation of transcription
NCU05618	GO:0005576	CC	extracellular region
NCU05622	GO:0005515	MF	protein binding
NCU05622	GO:0006751	BP	glutathione catabolic process
NCU05622	GO:0016787	MF	hydrolase activity
NCU05624	GO:0016787	MF	hydrolase activity
NCU05627	GO:0016021	CC	integral component of membrane
NCU05627	GO:0022857	MF	transmembrane transporter activity
NCU05627	GO:0055085	BP	transmembrane transport
NCU05627	GO:0022857	MF	transmembrane transporter activity
NCU05627	GO:0055085	BP	transmembrane transport
NCU05627	GO:0016020	CC	membrane
NCU05627	GO:0022857	MF	transmembrane transporter activity
NCU05633	GO:0016020	CC	membrane
NCU05634	GO:0015031	BP	protein transport
NCU05635	GO:0003677	MF	DNA binding
NCU05638	GO:0004672	MF	protein kinase activity
NCU05638	GO:0006468	BP	protein phosphorylation
NCU05638	GO:0005524	MF	ATP binding
NCU05638	GO:0004672	MF	protein kinase activity
NCU05638	GO:0006468	BP	protein phosphorylation
NCU05642	GO:0004817	MF	cysteine-tRNA ligase activity
NCU05642	GO:0006423	BP	cysteinyl-tRNA aminoacylation
NCU05642	GO:0005524	MF	ATP binding
NCU05642	GO:0000166	MF	nucleotide binding
NCU05642	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU05642	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU05642	GO:0005524	MF	ATP binding
NCU05643	GO:0071949	MF	FAD binding
NCU05644	GO:0016255	BP	attachment of GPI anchor to protein
NCU05644	GO:0042765	CC	GPI-anchor transamidase complex
NCU05645	GO:0005685	CC	U1 snRNP
NCU05645	GO:0003729	MF	mRNA binding
NCU05645	GO:0006376	BP	mRNA splice site selection
NCU05646	GO:0003723	MF	RNA binding
NCU05649	GO:0016021	CC	integral component of membrane
NCU05650	GO:0006886	BP	intracellular protein transport
NCU05650	GO:0008536	MF	Ran GTPase binding
NCU05650	GO:0006606	BP	protein import into nucleus
NCU05653	GO:0008270	MF	zinc ion binding
NCU05653	GO:0004089	MF	carbonate dehydratase activity
NCU05655	GO:0006468	BP	protein phosphorylation
NCU05655	GO:0004672	MF	protein kinase activity
NCU05655	GO:0005524	MF	ATP binding
NCU05655	GO:0004672	MF	protein kinase activity
NCU05655	GO:0006468	BP	protein phosphorylation
NCU05655	GO:0005524	MF	ATP binding
NCU05658	GO:0004672	MF	protein kinase activity
NCU05658	GO:0006468	BP	protein phosphorylation
NCU05658	GO:0005524	MF	ATP binding
NCU05658	GO:0005524	MF	ATP binding
NCU05658	GO:0006468	BP	protein phosphorylation
NCU05658	GO:0004672	MF	protein kinase activity
NCU05664	GO:0005515	MF	protein binding
NCU05680	GO:0006486	BP	protein glycosylation
NCU05680	GO:0000030	MF	mannosyltransferase activity
NCU05680	GO:0016020	CC	membrane
NCU05683	GO:0003824	MF	catalytic activity
NCU05683	GO:0009082	BP	branched-chain amino acid biosynthetic process
NCU05683	GO:0004160	MF	dihydroxy-acid dehydratase activity
NCU05686	GO:0005975	BP	carbohydrate metabolic process
NCU05686	GO:0004553	MF	hydrolase activity
NCU05686	GO:0016798	MF	 hydrolyzing O-glycosyl compounds
NCU05686	GO:0005618	CC	hydrolase activity
NCU05686	GO:0071555	BP	 acting on glycosyl bonds
NCU05689	GO:0004129	MF	cytochrome-c oxidase activity
NCU05689	GO:0005740	CC	mitochondrial envelope
NCU05693	GO:0003924	MF	GTPase activity
NCU05693	GO:0005525	MF	GTP binding
NCU05693	GO:0005525	MF	GTP binding
NCU05700	GO:0050504	MF	mannosyl-3-phosphoglycerate synthase activity
NCU05700	GO:0005737	CC	cytoplasm
NCU05700	GO:0051479	BP	mannosylglycerate biosynthetic process
NCU05706	GO:0005515	MF	protein binding
NCU05708	GO:0071949	MF	FAD binding
NCU05714	GO:0015934	CC	large ribosomal subunit
NCU05714	GO:0003735	MF	structural constituent of ribosome
NCU05714	GO:0006412	BP	translation
NCU05714	GO:0015934	CC	large ribosomal subunit
NCU05714	GO:0006412	BP	translation
NCU05714	GO:0003735	MF	structural constituent of ribosome
NCU05715	GO:0035091	MF	phosphatidylinositol binding
NCU05715	GO:0035091	MF	phosphatidylinositol binding
NCU05715	GO:0042147	BP	retrograde transport
NCU05716	GO:0005515	MF	protein binding
NCU05717	GO:0005840	CC	ribosome
NCU05717	GO:0003735	MF	structural constituent of ribosome
NCU05717	GO:0006412	BP	translation
NCU05717	GO:0019843	MF	rRNA binding
NCU05722	GO:0004672	MF	protein kinase activity
NCU05722	GO:0006468	BP	protein phosphorylation
NCU05722	GO:0005524	MF	ATP binding
NCU05722	GO:0005524	MF	ATP binding
NCU05726	GO:0019901	MF	protein kinase binding
NCU05726	GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity
NCU05731	GO:0045454	BP	cell redox homeostasis
NCU05733	GO:0042025	CC	host cell nucleus
NCU05733	GO:0008270	MF	zinc ion binding
NCU05733	GO:0000981	MF	DNA-binding transcription factor activity
NCU05733	GO:0006355	BP	 RNA polymerase II-specific
NCU05735	GO:0022857	MF	transmembrane transporter activity
NCU05735	GO:0022857	MF	transmembrane transporter activity
NCU05735	GO:0055085	BP	transmembrane transport
NCU05750	GO:0003676	MF	nucleic acid binding
NCU05750	GO:0004523	MF	RNA-DNA hybrid ribonuclease activity
NCU05750	GO:0003676	MF	nucleic acid binding
NCU05752	GO:0020037	MF	heme binding
NCU05752	GO:0019441	BP	tryptophan catabolic process to kynurenine
NCU05752	GO:0046872	MF	metal ion binding
NCU05752	GO:0020037	MF	heme binding
NCU05753	GO:0015031	BP	protein transport
NCU05753	GO:0006464	BP	cellular protein modification process
NCU05756	GO:0004222	MF	metalloendopeptidase activity
NCU05756	GO:0006508	BP	proteolysis
NCU05756	GO:0004222	MF	metalloendopeptidase activity
NCU05757	GO:0006807	BP	nitrogen compound metabolic process
NCU05758	GO:0007186	BP	G protein-coupled receptor signaling pathway
NCU05758	GO:0016020	CC	membrane
NCU05758	GO:0004932	MF	mating-type factor pheromone receptor activity
NCU05761	GO:0043386	BP	mycotoxin biosynthetic process
NCU05762	GO:0016491	MF	oxidoreductase activity
NCU05766	GO:0043386	BP	mycotoxin biosynthetic process
NCU05767	GO:0042025	CC	host cell nucleus
NCU05767	GO:0008270	MF	zinc ion binding
NCU05767	GO:0000981	MF	DNA-binding transcription factor activity
NCU05767	GO:0006355	BP	 RNA polymerase II-specific
NCU05770	GO:0004096	MF	catalase activity
NCU05770	GO:0020037	MF	heme binding
NCU05770	GO:0004601	MF	peroxidase activity
NCU05770	GO:0006979	BP	response to oxidative stress
NCU05770	GO:0055114	BP	oxidation-reduction process
NCU05770	GO:0055114	BP	oxidation-reduction process
NCU05770	GO:0004601	MF	peroxidase activity
NCU05770	GO:0020037	MF	heme binding
NCU05770	GO:0004601	MF	peroxidase activity
NCU05770	GO:0006979	BP	response to oxidative stress
NCU05770	GO:0055114	BP	oxidation-reduction process
NCU05770	GO:0004601	MF	peroxidase activity
NCU05770	GO:0020037	MF	heme binding
NCU05770	GO:0006979	BP	response to oxidative stress
NCU05770	GO:0055114	BP	oxidation-reduction process
NCU05777	GO:0005515	MF	protein binding
NCU05777	GO:0006511	BP	ubiquitin-dependent protein catabolic process
NCU05777	GO:0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
NCU05777	GO:0016579	BP	protein deubiquitination
NCU05777	GO:0004843	MF	thiol-dependent ubiquitin-specific protease activity
NCU05777	GO:0008270	MF	zinc ion binding
NCU05777	GO:0016579	BP	protein deubiquitination
NCU05777	GO:0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
NCU05778	GO:0016226	BP	iron-sulfur cluster assembly
NCU05778	GO:0051536	MF	iron-sulfur cluster binding
NCU05778	GO:0005506	MF	iron ion binding
NCU05780	GO:0005515	MF	protein binding
NCU05781	GO:0007094	BP	mitotic spindle assembly checkpoint
NCU05782	GO:0003676	MF	nucleic acid binding
NCU05782	GO:0005524	MF	ATP binding
NCU05783	GO:0016021	CC	integral component of membrane
NCU05783	GO:0006488	BP	dolichol-linked oligosaccharide biosynthetic process
NCU05789	GO:0005975	BP	carbohydrate metabolic process
NCU05789	GO:0004553	MF	hydrolase activity
NCU05790	GO:0018298	BP	protein-chromophore linkage
NCU05790	GO:0009584	BP	detection of visible light
NCU05790	GO:0006355	BP	regulation of transcription
NCU05790	GO:0000160	BP	 DNA-templated
NCU05790	GO:0000155	MF	phosphorelay signal transduction system
NCU05790	GO:0007165	BP	phosphorelay sensor kinase activity
NCU05790	GO:0009584	BP	signal transduction
NCU05790	GO:0006355	BP	detection of visible light
NCU05790	GO:0018298	BP	regulation of transcription
NCU05790	GO:0007165	BP	 DNA-templated
NCU05790	GO:0000155	MF	protein-chromophore linkage
NCU05790	GO:0005515	MF	signal transduction
NCU05791	GO:0005515	MF	protein binding
NCU05796	GO:0048193	BP	Golgi vesicle transport
NCU05796	GO:0030008	CC	TRAPP complex
NCU05797	GO:0005515	MF	protein binding
NCU05800	GO:0008270	MF	zinc ion binding
NCU05800	GO:0003676	MF	nucleic acid binding
NCU05802	GO:0004386	MF	helicase activity
NCU05802	GO:0003676	MF	nucleic acid binding
NCU05802	GO:0005524	MF	ATP binding
NCU05803	GO:0019901	MF	protein kinase binding
NCU05803	GO:0043022	MF	ribosome binding
NCU05803	GO:0033674	BP	positive regulation of kinase activity
NCU05803	GO:0006417	BP	regulation of translation
NCU05803	GO:0019887	MF	protein kinase regulator activity
NCU05804	GO:0003735	MF	structural constituent of ribosome
NCU05804	GO:0022625	CC	cytosolic large ribosomal subunit
NCU05804	GO:0005840	CC	ribosome
NCU05804	GO:0003735	MF	structural constituent of ribosome
NCU05804	GO:0006412	BP	translation
NCU05804	GO:0003735	MF	structural constituent of ribosome
NCU05804	GO:0003723	MF	RNA binding
NCU05804	GO:0022625	CC	cytosolic large ribosomal subunit
NCU05807	GO:0003824	MF	catalytic activity
NCU05807	GO:0035552	BP	oxidative single-stranded DNA demethylation
NCU05807	GO:0051213	MF	dioxygenase activity
NCU05807	GO:0006307	BP	DNA dealkylation involved in DNA repair
NCU05807	GO:0006281	BP	DNA repair
NCU05807	GO:0016491	MF	oxidoreductase activity
NCU05807	GO:0055114	BP	oxidation-reduction process
NCU05808	GO:0005515	MF	protein binding
NCU05808	GO:0005524	MF	ATP binding
NCU05808	GO:0004672	MF	protein kinase activity
NCU05808	GO:0006468	BP	protein phosphorylation
NCU05808	GO:0005524	MF	ATP binding
NCU05808	GO:0006468	BP	protein phosphorylation
NCU05808	GO:0004672	MF	protein kinase activity
NCU05809	GO:0046982	MF	protein heterodimerization activity
NCU05809	GO:0005669	CC	transcription factor TFIID complex
NCU05810	GO:0005515	MF	protein binding
NCU05813	GO:0005840	CC	ribosome
NCU05813	GO:0006412	BP	translation
NCU05813	GO:0003735	MF	structural constituent of ribosome
NCU05813	GO:0005840	CC	ribosome
NCU05813	GO:0003735	MF	structural constituent of ribosome
NCU05813	GO:0006412	BP	translation
NCU05813	GO:0015934	CC	large ribosomal subunit
NCU05813	GO:0003735	MF	structural constituent of ribosome
NCU05813	GO:0006412	BP	translation
NCU05816	GO:0055114	BP	oxidation-reduction process
NCU05816	GO:0004129	MF	cytochrome-c oxidase activity
NCU05819	GO:0003824	MF	catalytic activity
NCU05828	GO:0000034	MF	adenine deaminase activity
NCU05828	GO:0006146	BP	adenine catabolic process
NCU05828	GO:0016810	MF	hydrolase activity
NCU05830	GO:0016021	CC	integral component of membrane
NCU05830	GO:0006865	BP	amino acid transport
NCU05830	GO:0016020	CC	membrane
NCU05830	GO:0055085	BP	transmembrane transport
NCU05830	GO:0016021	CC	integral component of membrane
NCU05830	GO:0006865	BP	amino acid transport
NCU05830	GO:0055085	BP	transmembrane transport
NCU05833	GO:0005515	MF	protein binding
NCU05836	GO:0003824	MF	catalytic activity
NCU05836	GO:0005509	MF	calcium ion binding
NCU05836	GO:0004571	MF	mannosyl-oligosaccharide 1
NCU05836	GO:0016020	CC	2-alpha-mannosidase activity
NCU05836	GO:0004571	MF	membrane
NCU05836	GO:0005509	MF	mannosyl-oligosaccharide 1
NCU05836	GO:0016020	CC	2-alpha-mannosidase activity
NCU05843	GO:0015696	BP	ammonium transport
NCU05843	GO:0008519	MF	ammonium transmembrane transporter activity
NCU05843	GO:0016020	CC	membrane
NCU05843	GO:0072488	BP	ammonium transmembrane transport
NCU05843	GO:0008519	MF	ammonium transmembrane transporter activity
NCU05843	GO:0016020	CC	membrane
NCU05848	GO:0020037	MF	heme binding
NCU05848	GO:0055114	BP	oxidation-reduction process
NCU05848	GO:0005506	MF	iron ion binding
NCU05848	GO:0016705	MF	oxidoreductase activity
NCU05849	GO:0020037	MF	heme binding
NCU05849	GO:0055114	BP	oxidation-reduction process
NCU05849	GO:0005506	MF	iron ion binding
NCU05849	GO:0016705	MF	oxidoreductase activity
NCU05850	GO:0051537	MF	2 iron
NCU05850	GO:0016491	MF	 2 sulfur cluster binding
NCU05850	GO:0055114	BP	oxidoreductase activity
NCU05850	GO:0050660	MF	oxidation-reduction process
NCU05850	GO:0051537	MF	flavin adenine dinucleotide binding
NCU05850	GO:0055114	BP	2 iron
NCU05850	GO:0016491	MF	 2 sulfur cluster binding
NCU05850	GO:0055114	BP	oxidation-reduction process
NCU05851	GO:0003824	MF	catalytic activity
NCU05853	GO:0016021	CC	integral component of membrane
NCU05853	GO:0022857	MF	transmembrane transporter activity
NCU05853	GO:0055085	BP	transmembrane transport
NCU05853	GO:0022857	MF	transmembrane transporter activity
NCU05855	GO:0008171	MF	O-methyltransferase activity
NCU05856	GO:0005515	MF	protein binding
NCU05858	GO:0016491	MF	oxidoreductase activity
NCU05858	GO:0020037	MF	heme binding
NCU05858	GO:0055114	BP	oxidation-reduction process
NCU05858	GO:0005506	MF	iron ion binding
NCU05858	GO:0016705	MF	oxidoreductase activity
NCU05858	GO:0004601	MF	 acting on paired donors
NCU05858	GO:0020037	MF	 with incorporation or reduction of molecular oxygen
NCU05858	GO:0006979	BP	peroxidase activity
NCU05858	GO:0055114	BP	heme binding
NCU05862	GO:0022857	MF	transmembrane transporter activity
NCU05862	GO:0055085	BP	transmembrane transport
NCU05862	GO:0022857	MF	transmembrane transporter activity
NCU05863	GO:0005524	MF	ATP binding
NCU05873	GO:0004553	MF	hydrolase activity
NCU05873	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
NCU05873	GO:0003824	MF	carbohydrate metabolic process
NCU05876	GO:0005515	MF	protein binding
NCU05878	GO:0016757	MF	transferase activity
NCU05878	GO:0016020	CC	 transferring glycosyl groups
NCU05882	GO:0005975	BP	carbohydrate metabolic process
NCU05882	GO:0004553	MF	hydrolase activity
NCU05883	GO:0004497	MF	monooxygenase activity
NCU05883	GO:0055114	BP	oxidation-reduction process
NCU05883	GO:0016705	MF	oxidoreductase activity
NCU05884	GO:0022857	MF	transmembrane transporter activity
NCU05884	GO:0055085	BP	transmembrane transport
NCU05885	GO:0004499	MF	N
NCU05885	GO:0050661	MF	N-dimethylaniline monooxygenase activity
NCU05885	GO:0055114	BP	NADP binding
NCU05885	GO:0050660	MF	oxidation-reduction process
NCU05888	GO:0055114	BP	oxidation-reduction process
NCU05888	GO:0016705	MF	oxidoreductase activity
NCU05888	GO:0004497	MF	 acting on paired donors
NCU05889	GO:0005852	CC	eukaryotic translation initiation factor 3 complex
NCU05889	GO:0003743	MF	translation initiation factor activity
NCU05889	GO:0005737	CC	cytoplasm
NCU05890	GO:0005840	CC	ribosome
NCU05890	GO:0006412	BP	translation
NCU05890	GO:0003735	MF	structural constituent of ribosome
NCU05891	GO:0003677	MF	DNA binding
NCU05894	GO:0005515	MF	protein binding
NCU05894	GO:0030515	MF	snoRNA binding
NCU05894	GO:0000462	BP	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
NCU05894	GO:0006396	BP	 5.8S rRNA
NCU05897	GO:0022857	MF	transmembrane transporter activity
NCU05897	GO:0055085	BP	transmembrane transport
NCU05901	GO:0005680	CC	anaphase-promoting complex
NCU05902	GO:0005515	MF	protein binding
NCU05902	GO:0006886	BP	intracellular protein transport
NCU05902	GO:0016192	BP	vesicle-mediated transport
NCU05908	GO:0008237	MF	metallopeptidase activity
NCU05908	GO:0004222	MF	metalloendopeptidase activity
NCU05908	GO:0004222	MF	metalloendopeptidase activity
NCU05908	GO:0006508	BP	proteolysis
NCU05918	GO:0005515	MF	protein binding
NCU05921	GO:0005515	MF	protein binding
NCU05923	GO:0055114	BP	oxidation-reduction process
NCU05923	GO:0016614	MF	oxidoreductase activity
NCU05923	GO:0055114	BP	 acting on CH-OH group of donors
NCU05923	GO:0050660	MF	oxidation-reduction process
NCU05923	GO:0016614	MF	flavin adenine dinucleotide binding
NCU05924	GO:0005975	BP	carbohydrate metabolic process
NCU05924	GO:0004553	MF	hydrolase activity
NCU05927	GO:0003924	MF	GTPase activity
NCU05927	GO:0005525	MF	GTP binding
NCU05927	GO:0005525	MF	GTP binding
NCU05928	GO:0005525	MF	GTP binding
NCU05929	GO:0005525	MF	GTP binding
NCU05933	GO:0016491	MF	oxidoreductase activity
NCU05933	GO:0055114	BP	oxidation-reduction process
NCU05936	GO:0005525	MF	GTP binding
NCU05936	GO:0003924	MF	GTPase activity
NCU05936	GO:0005525	MF	GTP binding
NCU05937	GO:0016779	MF	nucleotidyltransferase activity
NCU05937	GO:0009058	BP	biosynthetic process
NCU05937	GO:0016740	MF	transferase activity
NCU05939	GO:0005515	MF	protein binding
NCU05941	GO:0006644	BP	phospholipid metabolic process
NCU05941	GO:0008195	MF	phosphatidate phosphatase activity
